,p_value
SOD2,0.6707150191120124
MRPL18,4.4239025330240274e-08
IL17A,0.41348338209390567
IL17F,0.06029109790997924
MCM3,7.561504289711076e-06
RNF8,4.179341289465961e-06
MDGA1,0.05754556937503557
CILK1,0.0005658999875711548
FBXO9,4.5125681231611905e-05
CD83,0.08598746076588783
MDN1,0.0425300519622771
GLP1R,0.00023817186778948935
SAYSD1,3.87450156107494e-06
BMP5,0.0008074131528426737
BACH2,0.005984691252007818
RBM24,0.0006221727633384271
CAP2,3.950590200599304e-07
TREML2,0.09729393784417403
ZNF451,3.600084649950641e-05
BAG2,5.331218062365871e-06
RAB23,2.619895375265625e-05
TSPO2,0.040310933817711274
FHL5,0.011533184848393828
GPR63,3.594595539881026e-05
KHDRBS2,0.00036362182315546003
FBXL4,3.760908570993229e-05
CCNC,1.0293068445057709e-06
PRDM13,0.08166223887583807
E2F3,3.988330968762095e-05
PTP4A1,0.011201792343058316
SIM1,0.00010103630728229165
ASCC3,4.123096168365131e-05
HDGFL1,0.31951974131555094
BVES,0.0019713237842604375
COL9A1,0.03187443560923856
MED23,4.700002779524427e-06
WASF1,0.0005477586987391624
GPLD1,0.00013328450522859074
ALDH5A1,0.0006127882372087116
CRYBG1,0.02169443709650948
VNN1,0.5686974874705629
VNN2,0.5569225123457247
ACOT13,1.8692688450644194e-06
SMAP1,2.1045571700871987e-06
RPS12,4.849436192568888e-05
C6orf62,0.34977702793941445
B3GAT2,0.25002006501528373
GMNN,0.0005115142636953855
EYA4,0.0049717682017130635
SOBP,3.0572157348977196e-05
NR2E1,0.20327424934987115
SNX3,8.104115276691625e-06
SLC17A2,0.7832814451320879
HBS1L,1.7446561124955887e-07
TRIM38,0.00035610177153149906
PEX7,8.709274153635023e-06
ZBTB24,3.1421029622097936e-05
FIG4,1.2941574998383084e-06
PERP,2.0636773299068518e-05
ARFGEF3,4.495455734561271e-05
SLC16A10,0.013859328314249993
HECA,8.014282982389568e-05
ADGRG6,0.04624568753476258
PHACTR2,9.533860053568762e-07
EPM2A,8.920021361125324e-05
OR14J1,
OR5V1,
OR12D3,
CCR6,0.5032449586298731
TAPBP,0.002181106603643209
UNC93A,0.007165555617235928
SLC22A2,0.1566578496516983
PHF1,0.0016428166504524506
CUTA,1.574508882054639e-07
PACRG,9.6942262529107e-06
QKI,0.0014562600103994697
C6orf118,0.42962876513158965
PDE10A,0.0015418355467730926
MDFI,0.18809910550233666
TFEB,7.963509185723851e-05
SMOC2,0.19324289946519432
CCND3,4.0177763784779846e-05
BYSL,0.0003895200675628483
TBP,3.6636527713344235e-07
GUCA1B,0.033530748491708215
PRPH2,0.0008130629661511327
BICRAL,1.2195972775341625e-05
PPP2R5D,5.036288096015568e-05
MRPL2,3.589621307116459e-07
PTK7,0.00027470624386897113
SRF,0.0028461916917282603
CUL9,0.002435816045478709
DNPH1,0.000463604597202393
DUSP22,0.003175930908731294
EXOC2,1.5824093389857296e-06
COX7A2,2.0844182920260835e-08
TMEM30A,3.1597252487354635e-05
GMDS,0.009597752776364552
SENP6,1.3199674395818939e-05
IMPG1,0.17839457713205778
VEGFA,0.0010350006462295377
PRPF4B,1.6103892409432408e-05
TTK,0.0011282606369948838
SLC29A1,3.395264892550824e-06
CCN6,0.08582838955393961
BTN2A1,1.502239398258024e-05
LAMA4,0.063835244406435
TENT5A,4.491505421998213e-06
CLIC5,0.11875092309250891
FBRSL1,0.019656397899960393
ENPP5,2.1938114762578777e-06
LY86,0.08213903996220316
PRSS16,0.009253286707336852
MEP1A,0.04306525319020246
TBX18,0.09714973573944395
ERBIN,0.00042453108630711344
PCDHB2,0.00045197088950519644
HARS2,4.362353927570828e-06
NUDT12,8.418199055803416e-06
CEP72,0.0039246193263580195
MAN2A1,0.00010967823161689328
SEMA5A,4.2529644463156566e-05
C7,0.9074960811241055
TENT4A,8.813512352439152e-05
GHR,0.0019072022761717987
HMGCS1,0.00018300968387790112
DAP,3.1482165204058076e-05
NME5,1.3771658977763715e-06
BRD8,1.1550248963692711e-05
KIF20A,0.006896854216438346
NNT,1.3525707744413331e-05
MRPS30,1.5487963534249874e-05
HSPA9,6.970289121365723e-05
MRPS27,1.6376966570383236e-06
PFDN1,2.4267764055281258e-08
HBEGF,0.09198875315292224
SLC4A9,0.016102638833661642
LOX,0.12605139045413735
GZMK,0.4385655882008669
CDH9,0.8953872630954345
APBB3,0.00015311333185311248
TMCO6,0.0009651364644195072
SPARC,0.029446414133287396
IK,1.848855768733419e-07
HMGCR,6.644854831551637e-06
CERT1,5.449040103170977e-05
FAF2,1.2734795178381524e-05
HAND1,0.36224164481152055
PCDHB3,0.00012927364614858557
PCDHB5,0.0001072211556039472
PCDHB6,0.001471500575218435
PCDHB7,0.0016625352656572433
PDE8B,6.786236152552108e-05
CLK4,1.5111921220441554e-05
PCDHB15,0.0004022041331161583
HAVCR1,0.03329185014806276
GRM6,0.9118898412398788
ITK,0.6081189996182018
RNF130,9.025408255297682e-05
THG1L,0.000645962044464411
ARSB,0.00010314752792491665
CLINT1,3.376117540773324e-05
THBS4,0.0022467793426771765
CNOT6,2.2347365795673802e-05
IL12B,0.290475231110077
BTNL8,0.08504586135437174
TTC1,1.9196855804953575e-08
MSH3,1.1868267314318202e-05
RASGRF2,0.00013606045414525306
GABRG2,5.22765557919357e-05
CCNG1,0.004414257150405146
POLR3G,2.9240489948885515e-06
DROSHA,0.00041702958626656196
CDH6,0.03229808258242
LMNB1,0.00026463123560745833
ARRDC3,0.31148360211511367
GOLPH3,0.00010464316775024079
SUB1,6.33361022253728e-05
NPR3,0.04714024198054803
FAM172A,1.7840859638633354e-05
SLC27A6,0.00011760823059301439
TARS1,1.7876053684697304e-06
IRX4,0.23750215379420048
LNPEP,1.2066392524719713e-05
PDE4D,0.00044831920827664764
RAD1,8.05724088499134e-07
BRIX1,5.9483292522473197e-05
AGXT2,0.09149102167549934
PRLR,0.0010634984893051218
SLC12A7,0.0243835960666469
IL4,0.03816405974911743
RAD50,3.0425848095764856e-07
IL5,0.06371550552077951
ST8SIA4,1.6346746136550652e-05
GNPDA1,7.260907774801632e-06
PCDH12,0.004442461397283114
SKP1,1.246598695216676e-09
NUP155,1.3416039908911209e-06
PPP2CA,2.119279914812286e-05
FGF1,0.003491456988915294
NR3C1,1.7945641261669523e-05
C5orf15,3.935607868843218e-07
PPWD1,2.821504932097228e-06
LIFR,0.010007995822047415
TRIM23,9.254468673269429e-06
TRAPPC13,1.4088427714142931e-06
C9,0.7487983787356096
SEC24A,0.0013995546674061767
TXNDC15,2.3418450193646656e-06
TTC33,1.0651569120462393e-06
RARS1,9.395515421707768e-08
WWC1,0.0023435141074676993
MACROH2A1,1.6073692204963674e-05
TCERG1,0.00022810987421349884
DPYSL3,0.006236176491397439
SMAD5,4.5727881074462185e-06
CSNK1A1,2.74990316355659e-07
HMGXB3,8.43755810124638e-05
ERGIC1,0.002839995483166553
PDGFRB,0.0520311891729476
CDX1,0.44862111733535515
ATP6V0E1,7.83214005355733e-06
BNIP1,7.18449928681323e-08
STC2,0.10946228025188134
CPEB4,0.0006662353543600386
HRH2,0.009044414260911753
DBN1,0.031607334967354433
ZNF346,2.0229715344368944e-05
UNC5A,0.0008570563859026268
EHHADH,3.6543747054734994e-05
CNTN3,8.866858530859669e-05
SMC4,0.0006479450152336507
SELENOK,2.270017008453062e-06
ACTR8,1.0202801132679084e-06
TBCCD1,3.3176721906677844e-05
TIMMDC1,8.789931863694867e-09
CRBN,4.266935207236258e-10
KNG1,0.5683604713820876
HRG,0.8285615133632094
BCL6,0.026299165268402362
HGD,0.0020771246810743567
CLDN16,0.1939716719445439
ARL6,7.589278908708391e-07
NPHP3,3.662993687839095e-05
CD86,0.8234855484441399
AMOTL2,0.07243704321434924
NIT2,8.806712056268171e-07
FAM162A,0.0010305560310920954
OGG1,0.00024913934689528295
KPNA1,1.7376096609520986e-05
PCCB,1.329678807821856e-06
UBE3A,2.719638340984276e-06
ARMC8,7.932587214648297e-08
CEP70,2.366669875302337e-06
RBP2,0.0021950324827597826
RBP1,0.713464000641622
SLC25A36,0.0001915433893933539
GRK7,0.24286843318425003
RNF7,2.937435447680944e-08
TFDP2,3.994521284504626e-06
XRN1,4.016915900791505e-05
KAT2B,2.8980440539868003e-05
BCHE,0.000314056174744007
SERPINI2,0.04813568842941169
PDCD10,1.2016725284011667e-07
LRRC31,0.055811565518438945
WNT5A,0.19568733713159248
PFKFB4,0.007984788821522409
COL7A1,0.16877786951309598
FGF12,2.7504903490226452e-06
PRKAR2A,4.0525844668999074e-06
HES1,0.07200925951385487
USP4,6.401977186443177e-06
ACAP2,5.7543514527917425e-05
ECT2,0.0012329011689852227
GNAT1,0.024480761007740184
GNAI2,2.0010433890765297e-05
TFG,6.558169479543021e-06
USP9Y,0.0438238940873229
HYAL1,0.009106232253492807
TUSC2,0.0001781954195574384
NPRL2,1.515179109728791e-08
RPL24,8.290318661478466e-08
CYB561D2,3.268442005663529e-05
C3orf14,2.2231725457302796e-06
FXR1,3.2857393656306056e-06
CBLB,0.0008722676978312954
BBX,7.309062824004532e-07
IFT57,7.483379451907794e-06
GNB4,0.005609949755517997
HHLA2,0.13940248047300682
IQCG,1.240358834205992e-06
GBE1,0.0031870198029931296
MORC1,0.10772634648372806
UMPS,1.4561192820074028e-06
NCBP2,5.400111946353196e-07
SNX4,1.0440646447059145e-05
C3orf52,0.04891534049359318
FRMD4B,3.334933925078365e-05
SLC41A3,6.9801005382297225e-06
ROPN1B,0.051756153584217916
PLXNA1,0.009074002436999703
ATP6V1A,2.643008015229989e-06
ABTB1,0.00019691399433019512
PODXL2,0.00012026598074350221
UPK1B,0.05050669346281144
CSPG5,0.0004136099839268602
KLHL18,1.0138884630448586e-06
SCAP,0.0004092493770228662
EFCC1,0.00018161370512364462
CFAP92,4.488732232859487e-05
NEK11,4.556862763547477e-06
MRPL3,2.632483352247341e-07
PLSCR4,9.435490399205313e-05
HEMK1,0.0003392228756899176
CISH,0.10611019932803331
MAPKAPK3,0.00017709643901377194
ACVR2B,0.0003456662212191606
WDR48,8.731124883244977e-07
COMMD2,3.0890996992724387e-07
GORASP1,3.8646301175352394e-05
PEX5L,0.000799867017704481
RRP9,9.199897274260407e-05
ABCC5,2.627473436645836e-05
AADAC,0.5242612813414311
ABHD14B,0.00011038388133842603
EIF1B,2.393556920326121e-05
ABHD14A-ACY1,0.0010116796117882482
ARHGEF26,7.467221181879172e-06
KLHL24,0.0007124422152693431
PLCH1,0.00015209914611512244
VIPR1,0.0057270133914948725
DNAH1,0.0026235964260895054
SSR3,2.207086337157607e-07
ZBTB47,0.0010263315102504115
TNNC1,0.005456283112049901
NKTR,0.0004368565356553735
CLCN2,0.0022852167913900313
FOXP1,0.4007112414596614
EIF4G1,0.0005138055348694924
SPCS1,4.815040279632911e-06
NEK4,2.1123086224558374e-06
SLC4A3,0.0003916341795138785
ADAM23,0.0015034295993161635
DGUOK,2.074854729412373e-09
MOB1A,2.0230350093855566e-05
KANSL3,0.00010865719355488329
LMAN2L,5.8629753693746905e-06
RTKN,0.000177938929992811
TTL,1.1574684927201997e-05
IL1A,0.20837981482870352
CCL20,0.19461692337981032
PIKFYVE,1.1330706344660179e-05
KCNIP3,0.015085986779452283
FAHD2A,0.0004117168927627242
NCL,2.4588490149197867e-05
ACTR1B,8.354002328715691e-05
SLC35F5,3.107433531524172e-05
ZAP70,0.0797899593678519
ACTR3,1.2723075478845897e-05
STEAP3,0.007396162105044069
EPB41L5,8.288266127760748e-06
TFCP2L1,1.2251603283444744e-05
SF3B6,8.175075847821821e-07
TP53I3,0.007177559685728113
DNAJC27,4.118303541450499e-05
POMC,0.00848823628719145
STAM2,1.424161033961984e-06
OTOF,0.06514428514975047
GPD2,9.033315469835176e-06
CENPA,0.17014286315727734
CYTIP,0.05748343683429666
ACVR1,2.8136221462322046e-05
TANC1,0.005698423117357435
SLC30A3,0.6204253611488189
MPV17,1.270159041726661e-06
GTF3C2,0.00010667844118497202
EIF2B4,1.819020585197332e-06
NRBP1,0.00010143207263332733
ITGB6,0.761836896593443
FNDC4,0.09017804372842597
ITGA4,0.015252377287557699
PSMD14,1.998563605357881e-07
SNX17,5.720025322842894e-06
ASB3,6.737294973923583e-05
PPM1G,5.5734481350229565e-05
PDE1A,0.0014164789343160931
REEP6,0.12929885419998863
PCSK4,0.14259903908530913
GCG,0.0010620704484668793
APC2,0.3981990820291462
IFIH1,3.6070461369910116e-05
RPS15,1.8168416952923866e-07
GCA,3.311155048173591e-09
INO80B,2.6655818564640134e-05
MOGS,0.00011845236465955404
TTC31,0.00015655050698508023
NDUFS7,2.031431366955254e-05
PCGF1,1.1304570415909316e-05
GRB14,0.0007208769000809472
CLIP4,1.2399363855334925e-05
TLX2,0.12838058970558558
SPTBN1,0.0020397763989721046
AUP1,0.0002772590633275291
RTN4,1.671313238506237e-06
HTRA2,5.221903822421714e-05
LOXL3,0.001009101384755658
DOK1,0.0004082737595234629
GALNT3,0.003889980378695458
POLE4,0.06725239468677462
TACR1,0.4428268041462241
CCDC88A,1.5908755250468912e-05
ACADL,0.080812346436785
EVA1A,0.0006419229188565424
MRPL19,8.05092113067086e-07
LANCL1,4.414843661236925e-06
WDR75,1.822520260529313e-06
EFEMP1,0.5552424615620359
REG1A,0.8253285492703724
FANCL,4.849752573598285e-06
FN1,0.014368896972845881
STAT1,0.0004147594745128606
GLS,4.4479271684094844e-05
PAPOLG,6.949047418566276e-07
DNAH6,0.00025001690234214814
PECR,1.2105034805666353e-05
UNC50,3.626067567610141e-07
IGFBP2,0.007899949435323761
ELMOD3,1.0248903489068429e-05
IGFBP5,0.01018654155329152
USP34,1.61574768065438e-05
EFHD1,0.00506519047856069
KCNJ13,0.07965537925409835
CCT4,1.1036417037429087e-07
GGCX,2.2150022978586224e-05
NEU2,
EHBP1,5.710534229180972e-06
OTX1,0.19892968910281786
TXNDC9,1.7003698211853497e-05
COQ10B,0.0007754344101166255
GNLY,0.7743740352829183
SF3B1,5.112789341190013e-06
ST3GAL5,1.5579482139990266e-05
CHST10,8.504294952438797e-06
PDCL3,8.709761264657776e-06
MOB4,1.214862427937871e-06
HSPE1,2.5562802985090985e-08
KDM3A,0.006267033077663405
PLCD4,0.016252761348153583
CHMP3,3.606409850193281e-07
ZNF142,0.00012315624862071955
IL1R2,0.03796721951862629
PRKAG3,0.24919231166303416
SMYD1,0.47907888034369517
IL1R1,0.001514680655880472
WNT6,0.3686737762234322
IL1RL2,9.206878522216738e-05
IL1RL1,0.5159532691071492
IL18R1,0.07355733902520324
IL18RAP,0.21416555974614948
SLC9A2,0.0010788597174898977
FHL2,0.07986008579582504
MLPH,0.14335441767867038
CNPPD1,8.840582210891348e-05
UXS1,9.351274249281046e-05
ABCB6,3.600805638732585e-05
STK16,9.136759033850435e-06
SLC5A7,0.9746643834898499
HDLBP,5.526855498782562e-05
PPP1R7,3.8194079790325865e-08
PASK,0.00011707108193047144
STK25,0.0005221283061136201
TPO,0.04474389213400439
PROC,0.00021352981972041718
ID2,0.015316225803021832
TAF1B,1.0785851331250358e-05
HPCAL1,0.08723646506092406
ODC1,4.484321419214246e-05
BIRC6,3.445115605519175e-05
NOL10,6.207759091630369e-07
PLEKHB2,1.8554288481941052e-05
GORASP2,2.0059566528375335e-05
STRN,0.0005678502525226285
CEBPZ,4.5980393121780986e-07
PRKD3,7.663506203147596e-06
DCAF17,7.772709775163705e-06
QPCT,2.4650407259943728e-05
RAB3GAP1,2.3874406802775778e-06
SLC25A12,2.5183318469814203e-05
RMDN2,3.089162825575141e-06
DLX2,0.527495520106527
LCT,0.9216535016309183
DARS1,9.644552548356085e-08
SRSF7,6.999167538001991e-06
SDC1,0.06321738947549985
PLCL1,0.00017906022930677838
SLC1A4,3.057471313081935e-05
SOS1,7.113555371711092e-05
KYNU,0.1809677075481538
WIPF1,0.0022534642746085956
ORC2,3.321309209551337e-05
COX7A2L,1.7653861352525712e-10
PNO1,0.00015561853131958192
ORC4,3.21009741603576e-08
PLEK,0.24245719873838845
RND3,0.14313016304800913
ATF2,5.841843142561918e-06
THADA,0.00013781055022596734
AAK1,3.472652671623434e-06
TRAK2,1.1864501879158782e-05
C2orf42,2.9905581727203995e-06
TIA1,1.993199059815011e-05
PCYOX1,6.854182654819015e-06
KISS1R,0.04726605140227143
EPAS1,0.002085526253304477
ARID3A,0.00013152665451666808
SUMO1,8.898891469532719e-09
CD207,0.03569358551455206
GRIN3B,0.050442593002880155
VAX2,0.02546415019961535
ATP6V1B1,0.06742274967889107
NFE2L2,3.0017254474127528e-05
MSH6,2.1528530639224514e-05
PLEKHA3,2.5454442566241135e-05
SPR,0.0018709110119200765
EPHA4,0.0008621536863626571
PARD3B,3.215455627989422e-05
FARSB,3.7242298890083317e-10
ALMS1,5.1247030185013735e-05
BCL9,3.680401942482988e-05
PRRX1,0.212955708872955
DHCR24,0.0008189153696150702
DNAJC16,3.79058352970651e-06
MARK1,0.00012246199571756982
TNR,0.00021844127063283512
MORN1,0.0003941436330201835
GPX7,0.00011536375525086628
CACYBP,6.78760711496252e-07
SCP2,4.291036709964544e-07
TPSG1,0.6499596916587882
PAPPA2,0.003916737492119601
RALGPS2,3.6571801962806614e-05
ANGPTL1,0.004813106902341575
CEP104,4.6443240806841626e-05
FAM20B,8.297925920171937e-06
TCEANC2,0.0010708399495651378
TMEM59,2.5950098689996515e-08
LRRC42,2.8590782802172566e-06
WRAP73,3.590942521577273e-05
NPHS2,0.7674057610216298
MRPL37,0.0001936022320742215
ICMT,2.9649338472021112e-05
RPL22,1.7739787396106745e-05
CHD5,0.002948228706765174
QSOX1,0.008367794966777127
STXBP3,2.879560205383437e-07
PHF13,3.464596539039982e-05
ERRFI1,0.002131691653583546
PARK7,1.9034538266931107e-08
ELAPOR1,4.1500386658615864e-05
OPRD1,0.00029285556290572205
AMPD2,0.0006311235599839403
SRSF4,0.0013659222276823201
MECR,4.5847208547234586e-05
KCNC4,0.0012746364598103925
EDEM3,6.978827297901053e-06
WDR77,4.2739163331930905e-05
ATP5PB,1.0561742265944012e-10
RAP1A,5.616189043433402e-06
HDAC1,1.3814458344211997e-06
CAPZA1,0.07060887726250645
S100PBP,2.653593816849555e-05
RNF19B,6.560123321492658e-05
SCAMP3,3.9679335086996655e-07
TRIM62,0.0003595285239873725
ASH1L,1.7378749626469485e-05
DLGAP3,0.00029723770847044746
SFPQ,0.00010846177038482038
RHOU,0.0013312372083488712
GON4L,0.0006735695444008336
ARHGEF2,0.006693402085510264
LAMTOR2,1.287489610541508e-05
MEF2D,0.0001583042594697152
DOCK7,0.0001624688912445716
SRM,0.023395929539322867
FBXO2,0.0019992399895295988
FBXO6,0.0010493792233334715
C1orf21,0.005438023462205957
SWT1,6.1378644038727665e-06
MAD2L2,0.000836819276009961
DNAJC6,3.896343237562603e-05
LEPR,0.0007204993235698938
IVNS1ABP,0.00024009471512894802
KIAA2013,0.0008917331035633514
MFN2,9.190164500706564e-06
PRG4,0.7743697095899423
MIIP,0.0004086798890584298
SMG7,1.6255063281339417e-05
NCF2,0.017282608589111337
PDC,0.16001974405005318
SLC35D1,5.967329010223121e-05
PLA2G4A,0.00025220812829520787
GADD45A,0.004302290630270949
PRAMEF1,0.2638004371905451
PRAMEF12,0.23178089833799664
WLS,9.533200388853404e-06
PRDM2,2.4368627610697277e-05
RGS2,0.0005097820797897043
RPE65,0.5190617176289929
RO60,0.038100162347999095
AMPD1,0.3933092552951827
UCHL5,8.927918054325871e-08
BCAS2,1.3398590316368843e-06
SRSF11,6.362711791597606e-05
CTH,0.0007872735547760061
AGMAT,0.002165014929380125
OLFML3,0.001360428679523321
TNNI3K,0.0022302303836415393
CFHR3,0.7166873644010356
PLEKHM2,0.00011158289102785831
CRYZ,2.737246057834878e-06
PHTF1,6.998376603288956e-06
ZBTB17,0.0002606142566684156
CD58,5.197481605224946e-05
TFAP2E,0.07498687457203028
CD2,0.8797004915293896
TTF2,0.0001678460983595056
NR5A2,0.018976971578082872
KIF21B,0.06810501002034822
TMEM9,2.219183654641108e-06
ADPRS,0.0002150223827035182
MAP7D1,0.00016432291308678698
WARS2,1.1863231519230026e-05
HAO2,0.4650401349028018
OSCP1,6.549993570560729e-06
MRPS15,1.0683015340937819e-06
EXOC8,4.741972460823402e-06
GNPAT,6.95560446504337e-07
TSNAX,1.4659013780887493e-06
C1orf109,2.2907491624081806e-05
RRAGC,0.0029205878335843622
NID1,0.039274341729791454
LGALS8,0.0005500487997587601
NT5C1A,0.02884146304198684
HPCAL4,0.003098708028605682
MTR,7.740018291189739e-05
BMP8B,0.0005390416809574884
MYCL,0.039076791095204316
SIPA1L2,6.446530073558261e-05
ZP4,0.2166064862770591
RLF,0.006459987791088871
KMO,0.7469945935256216
ZNF684,1.0202215362913296e-07
KCNQ4,0.6033560688135832
RIMS3,0.013661113477897214
AKT3,2.7796926838890107e-05
ETV3,4.348458529519472e-05
ACADM,1.7503765027881801e-06
ST6GALNAC5,0.0002723260477359742
SLAMF1,0.4119655520622274
CD48,0.9943328087553545
ADGRL2,0.00020028793657748357
PADI2,0.3516011767023187
SDHB,8.68120084001882e-09
MFAP2,0.17683748681843114
RPF1,6.664256417535532e-09
KDM5B,0.0004030436960771665
UAP1,0.00012002076025213488
ACTL8,0.32871616425222006
CTBS,5.4775321393960385e-05
RGS4,0.00043483218839992295
KLHL12,2.9508699916102424e-06
IGSF21,0.006361122646558441
SSX2IP,0.000671715431928954
ZNHIT6,5.247537677962044e-07
PLA2G2D,0.11321863877715031
RBBP5,5.764342272650604e-07
GBP3,0.02610581298360006
GBP1,0.08187821141794374
PINK1-AS,0.00012184122984846421
KIF17,0.016739578774897988
GPR89A,1.0324664119285235e-06
CDK18,0.2460060060936833
RAB29,4.046972567068145e-06
CD160,0.6690578119828337
ECE1,0.000385263821044104
HMGCL,4.947060452376712e-07
GALE,0.00011310292006882847
CR2,0.019379491764898147
CD46,3.2617908923165327e-06
PRPF3,5.18434871025958e-05
APH1A,3.63983060507931e-05
P3H1,0.00014573031461498654
SLC2A1,0.053887545125877824
EBNA1BP2,1.5378723600688803e-08
CDC20,0.011342681064416141
MPL,8.168810347480146e-05
ARTN,0.00471020209583668
IPO13,1.9312348300600324e-05
ATP6V0B,2.337482512514634e-07
B4GALT2,0.000886688306429452
ERI3,1.6629121105728254e-06
PTCH2,0.0004877443030234715
AKR1A1,8.205093968435386e-06
PRDX1,5.972311112509275e-05
PIK3R3,1.1285372781967785e-05
TSPAN1,0.0013538663125211834
BLZF1,1.2330661304225433e-06
CCDC181,8.163503862848743e-05
SLC19A2,0.012648037307491165
FAAH,0.0004825673169671184
NSUN4,6.52166653661733e-07
TMED5,0.00015642087317671444
MROH9,0.4669137338709275
DR1,2.5569071614186483e-05
FMO6P,0.17633108967153296
CNN3,0.033777978702063054
PRRC2C,0.007170600573385182
F3,0.18135751031274425
ABCD3,1.830830316133246e-05
VAMP4,4.481594474646667e-06
DPH5,1.045837026112555e-06
FASLG,0.1699605771298435
PTBP2,3.942077277996442e-05
TNFSF4,1.9011179297304266e-05
PRDX6,9.523566723857411e-07
DARS2,2.3573454258891654e-06
HSD11B1,0.2053132941946838
IRF6,0.0006292357851102504
UTP25,0.0008350882876502382
PLPPR5,0.0006391619575378785
PLPPR4,0.0009026580280149422
SERPINC1,0.060102596618526134
RCAN3,1.2414546046627263e-05
SYF2,2.0073597040893496e-05
RSRP1,6.044923725572717e-05
SLC35A3,3.60249670178821e-05
RCOR3,1.9646558107131888e-05
STMN1,0.00011931620861860349
MTFR1L,5.428286601456646e-07
MAN1C1,0.0003042950474494047
NEK2,0.03549568307847626
DHDDS,3.742738036835722e-06
NENF,5.7493270278580624e-05
NSL1,1.3096297037360419e-08
PROX1,3.2453810051384276e-05
ARID1A,0.00027196332917410986
CENPF,0.6867125401663987
RPA2,1.9199067587186636e-06
PPP1R8,7.853866776879368e-06
STX12,4.5076939590098067e-07
MTARC2,0.0009351829676234565
SLC5A9,0.029975526735347993
OSBPL9,1.5041423664370139e-05
TXNDC12,6.921159820182598e-08
ESYT2,2.905652730472661e-05
POLR1G,6.377731693100284e-05
MESD,3.6870238775956555e-08
RCN2,0.00015599764334193442
CHRNB4,0.0016092840079695188
MUC5B,0.2527641746981818
CTSD,0.019057302735744883
COLEC11,0.07159363476227167
STAG1,2.6374672497543376e-05
A4GNT,0.3864957360801792
STK11,0.00017738929208425548
KMT2A,0.0001078222438778485
TREH,0.010772295880685625
IFT46,2.025753079741132e-06
MMP8,0.4120476766001433
APOA1,0.0011065763411104229
ZNF541,0.12926427298499255
SLC8A2,0.00020976487540106507
KPTN,0.0008542909770037165
KIF14,0.037094851719163456
TNNT2,0.4358675802425189
DDX59,3.88150104936563e-06
CAMSAP2,0.00013875718820871363
ATF6,1.1117415760134137e-06
CRYGD,0.004663155439511789
MREG,3.0096161871495955e-05
TNP1,0.5590497135549564
FASTKD2,8.72799418335916e-08
NRP2,0.2309384118322441
CREB1,7.356963597090997e-06
KLF7,0.016176784553844227
TTR,0.0002509742810609304
B4GALT6,2.784067669919256e-05
C1orf54,0.0007618325291855174
CA14,0.7652176233768468
CFAP94,0.00016194879031272203
IRAG2,0.06338139137088288
ATP10B,0.13916849940777237
SPCS2,2.8999630957151454e-09
USP35,4.613084083825437e-05
ELOVL4,0.00042815237942592254
FILIP1,0.5330694425226798
CASP8AP2,9.387835060223561e-07
HMGN3,6.89873714339971e-08
UBE3D,3.9136227705449866e-07
CNR1,0.02604541316691377
SPACA1,0.4171276812365806
ANKRD13C,1.147151128868793e-05
SGIP1,0.0006436903375923539
PHF3,1.9473590394432824e-05
ZC2HC1B,0.1811134119925216
ADGB,0.2413252464751134
PLAGL1,2.1068253671208407e-05
FBXO30,2.8149698775023665e-05
TNFAIP3,0.07117056779258979
AKAP7,0.006345641581010222
RAB32,0.0034029651812894092
MYB,0.38072360772357705
ALDH8A1,0.12850500245475022
SGK1,0.01095521338896346
RNF146,5.4905282024667175e-06
ARG1,0.513430158433426
CCN2,0.22982145397717085
TCF21,0.0171066675762996
PMFBP1,0.034187655063643366
FBXL5,1.337408856481511e-05
MED28,6.014281925816568e-06
SLC16A7,0.07889245752326772
RXYLT1,1.694677635319712e-05
ZNF430,4.902109060287161e-05
VAMP8,0.015506850734388716
DCLRE1B,3.105100817811356e-05
MYL12B,0.005584410838225419
FOXO3,0.0002965815917782344
ARMC2,4.256301759952421e-05
GHRH,0.10216744899517764
RPN2,1.2421804900916603e-07
TGIF2,0.012465530345910308
CASQ2,0.5215405299476957
OLFM3,0.050354278727953776
PKD2,5.164161413379726e-05
ABCG2,0.00628795373040053
SPP1,0.10071014074630555
STBD1,3.796563970424535e-05
CCNI,1.82313129724766e-05
RARRES1,0.023968976244661443
MFSD1,0.00011405767497666135
RAB3GAP2,1.2643482785396019e-05
EEF2KMT,2.0193590174974034e-05
PPL,5.6327197386122785e-05
UBN1,9.590821032549867e-05
KLF12,1.982734925593733e-05
UCHL3,5.037258846971142e-07
PCDH17,0.00010082197228353857
HS1BP3,2.3412547141135684e-05
LDAH,1.0762127094811609e-06
WDR35,1.5415779829842314e-05
CCND2,0.07023121857386899
FGF23,0.3517144698612755
ELL2,0.00013808654441156964
DNAH7,0.0038310853348537737
CYP20A1,9.402404887505403e-10
NDUFB3,9.371675074721275e-09
GTF3C3,1.4210867726333218e-06
SATB2,0.013940514227228874
UBE2B,0.005691758698687678
TRPM6,0.0004737368754636047
GDA,0.004372806289455915
KLF9,0.005426622888977721
TJP2,0.026035125521132685
ECRG4,0.005281110458644763
ITGB1BP1,2.1469986837526755e-06
CPSF3,1.9936357620305665e-08
PIGZ,0.0002751686197351675
SENP5,8.795946931636918e-06
CCDC92,0.00017256559028904585
C1orf198,0.002893656952448742
