,p_value
CRTC3,0.039586239091896576
EFL1,0.01852116332241334
SH3GL3,0.032747530010628786
SEC11A,0.09132570115351953
SEPT12,0.0927866714182104
GLYR1,0.05954181518642526
PMM2,0.8260260292926966
SLC5A2,0.5755385762612997
ITGAX,0.03536964775700433
TGFB1I1,0.25765198271078543
C16orf58,0.6681096301877134
ARMC5,0.0976869376963311
PARN,0.35336588964001725
FTO,0.6624127776598969
UQCRC2,0.1593309879608257
CDR2,0.005344855616288162
IGSF6,0.187376284596138
ARHGAP17,0.07859802807295249
MYLK3,0.011164512328129775
ABCC12,0.057964184440278586
NKD1,0.3764195325398597
DHX38,0.6065210623306698
TXNL4B,0.15255057512980216
MARVELD3,0.1845297486699424
CHST4,0.3540173998470023
ZFHX3,0.5068107929224634
CLEC18B,0.7172589039874611
CPNE2,0.7285722586229209
NLRC5,0.9194900910012732
KATNB1,0.5304259281206785
KIFC3,0.2513693424791036
ADAMTS18,0.03241905296976088
NUDT7,0.019939801150903463
GCSH,0.6813871655934013
CMTM3,0.0056984842267763115
CMTM2,0.17693819963807103
CDH11,0.040039847089041826
NOL3,0.5688010702818613
MAP1LC3B,0.012074223823748176
MBTPS1,0.972476945835073
CDH13,0.1373278699853799
ZCCHC14,0.1951891024132481
TLDC1,0.5127859005191409
ADAD2,0.11631605354214629
OSGIN1,0.08714975368810082
IRF8,0.4689401231385163
RHOT2,0.8190132244482152
RPL3L,0.052822939018298015
ZSCAN32,0.21792879723444164
RPS2,0.2720357447343929
NDUFB10,0.02845884942005504
PDPK1,0.01988611065029341
TIGD7,0.9161464490422433
DEF8,0.08010144833384651
TCF25,0.5946400548567758
GALNS,0.3691450618743376
GAS8,0.8492320622704327
MED9,0.21308465451178019
NCOR1,0.20950368164023925
COPS3,0.17313741209796582
GID4,0.08094414062894459
ZNF287,0.3912818323054932
MYOCD,0.7033053372706304
KSR1,0.16973909844047497
UTP4,0.0653250002335097
RANBP10,0.3042754008616043
CTRL,5.6097356204224254e-05
DPEP3,0.33225446025396577
GFOD2,0.48699293495411444
NOB1,0.04337793992636031
PRPSAP2,0.3113888805975532
UNC45B,0.10610808914494596
PCTP,0.5659517482923473
OR4D1,0.11114603577581426
TOM1L1,0.03915593506218822
KIF2B,0.2110025169467565
C17orf80,0.12814977973315472
TOB1,0.01948824012508029
VPS53,0.23128948363326413
SPATA22,0.13470536049229195
SGSM2,0.23897365062537018
NPEPPS,0.5279200591310225
SKAP1,0.11436595293294029
LRRC46,0.34974033045760844
SCRN2,0.44769688654923134
SSH2,0.2678848910607452
RHBDL3,0.2847818184687154
SPACA3,0.06235836451837895
ARSG,0.25594657608386695
ABCA8,0.03315841658561767
G6PC3,0.1995190746548789
CLTC,0.03034415635293339
C17orf64,0.8954549453944999
BCAS3,0.7629893413522358
PTRH2,0.5412356507850546
SS18,0.09868210012640638
TAF4B,0.09110575839883787
AFG3L2,0.2917481671621849
PRELID3A,0.020737167093277525
IMPA2,0.9228399311947035
GNAL,0.18625849050640497
SLC39A6,0.05999992907021833
RPRD1A,0.09609072681263647
C18orf21,0.10038476945745013
GALNT1,0.017273309674530196
ASXL3,0.06999457198426018
ADCYAP1,0.11351345293813331
MEP1B,0.05609128472423627
SLC25A52,0.9163197087924703
GAREM1,0.04912389465956212
ESCO1,0.08527170936860694
OSBPL1A,0.060319688476406695
GATA6,0.0007342636438568731
GREB1L,0.05179195822468615
C18orf8,0.1431234059866592
PELP1,0.33328462897756395
NPC1,0.6866133663681442
SLC14A1,0.6348448013832932
ARRB2,0.18843452790818396
SLC13A5,0.03875132626259027
ZMYND15,0.2288504522045743
WRAP53,0.8262576566965588
MINK1,0.48206754207947045
SAT2,0.25338067501561584
ASGR1,0.008400055729227888
PIK3R5,0.05164513695920534
TP53,0.3753422051294323
CCDC40,0.10320825567067007
ARHGDIA,0.042981987567214885
TMC6,0.2233508086120655
SLC16A3,0.0026633336205987117
CARD14,0.03816323980400276
TTYH2,0.31190439272756487
RAB40B,0.8126293270268894
EIF4A3,0.005912248354076894
CSNK1D,0.06807019197392383
ANAPC11,0.08388033885652527
TBCD,0.2155827807658354
FN3KRP,0.1661241238737947
NARF,0.41787861484247424
RPTOR,0.7388061766974539
FOXK2,0.0720123928871449
TRIM65,0.9404358627745533
CBX8,0.1648738993571846
SECTM1,0.08380578614484747
RNF157,0.9018538671279739
CEP131,0.33627744585105357
ZNF750,0.10290222076208798
WDR45B,0.33739968814683075
CBX4,0.13052710844179727
RNF165,0.042746364512227714
DYM,0.8147654816536843
MAPK4,0.8071820456315226
ELAC1,0.4001459803258449
MBD1,0.7923513327136364
SMAD4,0.5685171103343227
TNFRSF11A,0.1256339363629986
ZCCHC2,0.2600812128382153
FBXO15,0.053908023607942696
CBLN2,0.1527096302053674
PMAIP1,0.06174555021755315
P3H4,0.8246747678341947
NT5C3B,0.23002398383140857
RETREG3,0.2750170326564314
ERBB2,0.6438192588625982
GRB7,0.2539137731539518
MIEN1,0.15449549610862992
PNMT,0.1581644058144147
ARL5C,0.059553324700721055
STAC2,0.16001068667000617
IGFBP4,0.02160647535048455
FKBP10,0.6619321900581452
TXNL4A,0.20840856550818398
CACNA1A,0.15259491908849446
MISP3,0.9866743787350314
SAMD1,0.0011266669454179108
BRD4,0.49392277068813184
SLC39A3,0.477744640499416
NFIC,0.18093846415779857
TPGS1,0.19814420359411153
PLPP2,0.10437861229910521
ZIM3,0.7040048892362295
PRDM15,0.6417981365469343
PFKL,0.4055049708396261
FEM1A,0.29860890763661974
VAV1,0.16071950904718615
MVB12A,0.5227404413937811
CIB3,0.2473741278827964
SH3GL1,0.35329470191073475
DUS3L,0.17707623733580272
DPP9,0.5410555781251205
DMRTC2,0.1505331446282158
CCDC97,0.036699826068331644
TMEM91,0.8396329110398488
ZFP14,0.7940730741514233
SIRT3,0.7902430497791424
IFITM3,0.14934100783967774
PGGHG,0.04863033119212224
HUNK,0.033324479211168045
COL6A1,0.6213369235388067
IFNAR1,0.1819652933176639
SOD1,0.019818491332746806
COL6A2,0.08422825424683832
SIK1,0.39993423037747555
DNMT3L,0.0003566623150442717
TRPM2,0.0014279269317586342
SCYL1,0.029416585996865738
TMEM50B,0.4662654191289405
APP,0.36165356925903724
DOPEY2,0.922223087598981
URB1,0.1848289075953782
AKT1,0.13423314363200986
IL19,0.09829062917811704
EMP3,0.38812577329251086
SAE1,0.017641950839098523
NTN5,0.2609784178490182
LMTK3,0.7914937347112393
GEMIN7,0.4129996608428709
CBLC,0.10306740146087678
WTIP,0.10394796723888314
ADAMTS10,0.6618316122485708
SLC6A3,0.08278551324318068
CAPN10,0.637645891351257
MYO1F,0.5694825380619226
ERVK3-1,0.3852268770870294
NLRP12,0.00648970537588302
CACNG8,0.020304764902013196
ZNF787,0.2068808438773348
TIMM29,0.015475627459060861
FBN3,0.02887858743286787
CARM1,0.013719761200971141
EVI5L,0.7437302747889226
TM4SF5,0.33561783963707637
SLC47A1,0.010051397137534638
PSMB6,0.005259172790897202
GPR32,0.3863796060773278
SIGLEC10,0.23095129839054393
ACPT,0.4647624817935131
KLK3,0.040432967897510184
ZNF473,0.5960715709549307
FAM71E1,0.22025879275960203
RPS11,0.8796409956094465
PTH2,0.7473189631514757
RPL13A,0.2289702030168959
CTU1,0.010305449909528324
NOSIP,0.041678934962698304
IGLON5,0.3638748449458903
RCN3,0.06382887936005742
ZNF614,0.07119246111657025
SLC2A5,0.10692141910649486
RERE,0.22415052205999525
MMEL1,0.07204840580059875
CFAP74,0.05696327623787226
PRDM16,0.5418380347452707
CELA2A,0.17878062949117196
PADI3,0.06139017328182934
FHAD1,0.06123627990372154
PADI1,0.04100093539409532
EPHA2,0.0422349217623767
ARHGEF19,0.5406838977279596
EFHD2,0.033523664560687456
PEX14,0.048282683424396684
PGD,0.0030605182284189655
MYOM3,0.10761502549768368
SH3BGRL3,0.01174033934407734
CNKSR1,0.03364765441524894
RPL11,0.7343155400486705
IL22RA1,0.074272055218312
ZNF593,0.01680248067757004
C1orf216,0.038640231015570306
KIAA0319L,0.45052289853122585
EVA1B,0.041783991332992966
C1orf94,0.04631015816184277
DMRTA2,0.6593051715224281
PLK4,0.47181392253174015
MAP3K6,0.5730696420100629
FCN3,0.04916590918902823
GPN2,0.3500133341062559
SYTL1,0.7454592719964879
WDTC1,0.15625628527891383
CELA3A,0.02390707682207764
NBPF3,0.5703149117975691
HSPG2,0.7312068382591959
ITGB3BP,0.1819737846085423
SERBP1,0.001922044468796891
BCL10,0.04521474526458492
CYR61,0.11144691493594908
PRKACB,0.1468584063352575
PIGK,0.31803226243169036
TINAGL1,0.06846329783637886
AZIN2,0.12540387073309855
RPS8,0.3486879769360328
KIF2C,0.44592258741734814
PTPRF,0.8044924615119995
BEST4,0.055767676812501464
MOB3C,0.3850212711242281
CYP4B1,0.0503919714579422
TMEM61,0.39629932541894586
DMRTB1,0.25603321213785557
LMO4,0.4068537514903938
SYPL2,0.12382614401452895
BARHL2,0.12317240814474609
MTF2,0.4265002341114381
SLC44A3,0.05098228150637703
IGSF3,0.06856501945636335
ZNF697,0.9014044969019347
CTTNBP2NL,0.9107488625278195
STRIP1,0.2690917091368768
KCNA10,0.03149244119793215
PSMA5,0.016193032264484375
FNDC7,0.019408879218282122
C1orf162,0.5151084294591789
CD53,0.9243331376909203
PROK1,0.48566927382586433
CELSR2,0.9892092275845321
ITGA10,0.6092789666252723
GPR161,0.0730833572916576
ALDH9A1,0.15940983283740892
ATP1B1,0.032526195422865306
TIPRL,0.28122809528459586
NME7,0.42901370378485215
POGK,0.1333544637937092
MPC2,0.13125174607260634
CREG1,0.004044591124520657
DCAF6,0.03998475336726555
GPA33,0.2764389094935456
RXRG,0.1688202212192706
TBX19,0.9253363405958068
UCK2,0.13821697421075804
TMCO1,0.12068235788879927
XCL1,0.4192052311712883
XCL2,0.06373913834323214
POU2F1,0.0746586329935153
MAEL,0.08479853944581335
ILDR2,0.062856175916219
DPT,0.19910803354735276
MGST3,0.8444459148002748
ADCY10,0.06406587671870373
RFWD2,0.007996012791523826
NECTIN4,0.12074567553758857
UFC1,0.05046431699991249
PPOX,0.7367305665404389
FCGR2A,0.2983741335073916
NUF2,0.07306668746766325
RGS5,0.4531717129792707
SDHC,0.014908007309014173
PFDN2,0.013059954564736935
NR1I3,0.19893312428750323
USP21,0.23591252112248193
F13B,0.020294637915135316
PRCC,0.06806524836491899
FCRL5,0.01734379969209896
RRNAD1,0.34971848290565777
MRPL24,0.40065861626724464
PIGM,0.4053872432135791
CASQ1,0.012009988115902382
ISG20L2,0.06732503201485535
CRABP2,0.09503403314955698
HDGF,0.004076599545628775
ABL2,0.6065291277936862
XPR1,0.1940108331212867
RGS16,0.3851375871010714
TOR1AIP1,0.07495926979347411
FAM163A,0.03902298129354887
HMCN1,0.03351461193027412
RGL1,0.18216678090547697
LYPLAL1,0.049038031108301065
LHX9,0.11722112824563402
PRUNE1,0.02296577322620634
RORC,0.008672421227971962
TUFT1,0.5559836873197102
SF3B4,0.010068794568607762
ECM1,0.3275079512985182
ZNF687,0.10005707736753593
TARS2,0.4581152607076716
CGN,0.03288668180106127
SNX27,0.46450163786389653
SETDB1,0.6743584262238326
ADAMTSL4,0.6115674593831821
MCL1,0.15316900750670653
CTSK,0.13413828966112618
RFX5,0.19001952673461786
PI4KB,0.779295966591548
PIP5K1A,0.11434413320427281
ANP32E,0.04179822521475203
MINDY1,0.44115379020916323
ANXA9,0.42625935318249986
SELENBP1,0.005237929536810372
CERS2,0.0054484467768879385
ENSA,0.3565695951377318
LOC645166,0.06744464259191633
SEMA6C,0.9800531681501056
MRPL9,0.1458311517743936
ARNT,0.058043203029332406
POGZ,0.9854596333319703
C1orf56,0.07114699337288077
OAZ3,0.03662803913925291
HORMAD1,0.00887729976025115
GOLPH3L,0.10007048718810671
GABPB2,0.0788246913178491
SYT14,0.06211853471974731
KCNH1,0.018959195212816773
DTL,0.12204830406725002
DYRK3,0.02706220318812478
EIF2D,0.46470254827304036
INTS7,0.38759012091875356
VASH2,0.11295519060140344
TAF1A,0.12342022425236752
SMYD2,0.895012696810271
SUSD4,0.1172536697230256
DUSP10,0.16360914484699543
HHIPL2,0.04067409090793823
TP53BP2,0.03802389430393174
ATP8B2,0.8204154384147545
FLG2,0.21079993608493833
CRNN,0.039904673832546124
ADAM15,0.7575991255472414
JTB,0.036221714946775105
RAB13,0.0586891202581307
S100A8,0.11255829955564516
TPM3,0.014521333922662125
NUP210L,0.06667995948128332
SNAPIN,0.004288956332677127
SLC27A3,0.12431408857318572
S100A7,0.14007434482674502
UBAP2L,0.43250108512029584
SLC39A1,0.00025635553440697337
HAX1,0.023649631492417233
CREB3L4,0.57023416082489
EFNA3,0.6062719845491248
AQP10,0.04641459428507102
KCNN3,0.14896319604133454
C1orf43,0.003745928320670289
GATAD2B,0.969732013830285
ILF2,0.015320487367307296
RIT1,0.026369521809933346
INTS3,0.28707199514521436
PKLR,0.18519295437385164
HCN3,0.2550953920503738
FLG,0.14613215681362213
ACTA1,0.3720255038882292
C1orf131,0.19904645633839482
GALNT2,0.041877778667555224
TTC13,0.015837308094543773
SCCPDH,0.057053079991426905
LYST,0.10756145688234298
MAP3K21,0.47822846789628615
CEP170,0.24871173024192686
ACP1,0.9261190213325052
SNAP47,0.08981558620102162
SRP9,0.018659362261922434
NVL,0.7902269774139952
SDE2,0.11084359419315487
DEGS1,0.02829727316086939
FBXO28,0.1692429652440623
ARF1,0.013511035600471285
LEFTY2,0.11964267926202288
CNIH4,0.007814148691509282
ITPKB,0.04967228022320237
GUK1,0.38705369638722686
CDC42BPA,0.050854218890629646
CNIH3,0.032439103896104854
C1orf35,0.2373145610429107
MBOAT2,0.03142583702554627
PARP1,0.40237220484806
PSEN2,0.2281424808493107
PYCR2,0.09185968113286078
LBR,0.9060158972842765
WNT9A,0.3061649492819119
EPHX1,0.834331064339146
REN,0.1367139346721264
SOX13,0.09713423494659451
ETNK2,0.7622699989100956
PPFIA4,0.7574203837240499
PLEKHA6,0.011591903244856797
PTPN7,0.005436200397985607
SYT2,0.12261615179398856
ARL8A,0.09227054953692854
OSR1,0.21689389090245373
GDF7,0.2983310572057665
PDIA6,0.028830276737930264
RHOB,0.01563131277526162
ATP6V1C2,0.9770370057147456
HNRNPLL,0.02012729285632467
GALM,0.16306678361772842
CAMKMT,0.94176270063205
ABCG8,0.03064601352732105
EML4,0.21520544672373315
CALM2,0.0051630688821777395
CHAC2,0.9709804351259561
RPS27A,0.20313173400503706
WDPCP,0.0383358824405459
VPS54,0.5277634556107156
REG3G,0.002513584133392329
ASXL2,0.16396728932260818
ETAA1,0.662654166219068
SNRPG,0.0009325051970047178
ABHD1,0.11784511462623
MEIS1,0.6285661702709939
TRIM43,0.24875674583875967
CIAO1,0.3685352371209698
ZNF514,0.1122888181126359
SNRNP200,0.3571785868238394
MRPS5,0.9515653084977004
ANKRD53,0.4748722750315566
TPRKB,0.33597344194598733
NAT8,0.035494859007318816
EXOC6B,0.96547700881115
SFXN5,0.8344421617206466
TEX261,0.09929931755033887
DQX1,0.0811536080199937
DUSP11,0.055842316052687316
ST6GAL2,0.06799841833169507
NPHP1,0.025099773176559637
MALL,0.004982145009634784
THNSL2,0.3262092468948157
RALB,0.5963161014104876
C1QL2,0.008984457345270428
TMEM177,0.6948927305343926
NT5DC4,0.15194537473940303
RABL2A,0.7007350469210867
SLC20A1,0.0416507131454057
FBLN7,0.7881198526870767
ZC3H8,0.8860866200650082
LIPT1,0.3774507953227837
CNGA3,0.08590610113199507
FAHD2B,0.9059130127055005
LYG1,0.9242711793582463
AFF3,0.7000637459311096
UBXN4,0.27642296028426505
NXPH2,0.2100586943881306
SPOPL,0.3325396768746284
THSD7B,0.12459551996600378
GPR17,0.09012878300400573
POLR2D,0.08947096402909949
AMMECR1L,0.10197569964342218
GALNT13,0.061315194496496056
PKP4,0.16915894953445093
SCN1A,0.02694054355742996
SLC4A10,0.8230550312929513
SCRN3,0.025117521787991207
LNPK,0.9947217426796131
ZNF385B,0.21860001169744137
TMEFF2,0.00011701930206650512
CDCA7,0.18497186551171008
DLX1,0.030452784182366327
UBR3,0.5055936020130536
PHOSPHO2,0.213138639177341
GULP1,0.029967603511674535
FAM171B,0.08614227234745546
HSPD1,0.0005657746390269871
CCDC150,0.0007427753848717042
METTL21A,0.6349501577452948
UNC80,0.010567839175215562
PTH2R,0.4874742217941326
CPO,0.1125150720789875
NBEAL1,0.22308789241771904
KANSL1L,0.28398441596130375
SPAG16,0.6832065123415758
ABCA12,0.01731181979955571
SUMF1,0.17681473409411494
NYAP2,0.003757198278167434
RHBDD1,0.6150810309329604
ACKR3,0.11382537031419275
TRPM8,0.008578994795536648
HES6,0.449542828902311
ESPNL,0.4205792231183326
ANKMY1,0.5219917047985794
COPS7B,0.6296072785380951
DIS3L2,0.12101027615786179
CPNE9,0.29529565915396166
FANCD2,0.07562916485989402
TAMM41,0.9529114817702463
VGLL4,0.1845070149888901
RAB5A,0.1513734710542726
RETREG2,0.007473816471530544
CTDSP1,0.03462977226715262
CNOT9,0.28770017205906323
MARCH4,0.051390039762650816
STK11IP,0.7504027709988889
GMPPA,0.5743984215409003
GRIP2,0.11356206264595406
EAF1,0.04173532925596988
CNTN4,0.11529066484787254
DYNC1LI1,0.27580076687088984
RBMS3,0.3249347409253438
GADL1,0.003131116413132409
OSBPL10,0.6092521290421642
POMGNT2,0.5038313676854466
ACKR2,0.1321359067469566
FAM198A,0.2953373509446338
CSRNP1,0.6403260210784351
SLC25A38,0.24891886905150934
ITGA9,0.07013967453391677
SLC22A14,0.03979837404123432
GOLGA4,0.18804761801221156
CTDSPL,0.2516306051051851
STAC,0.04348256320184293
IQSEC1,0.0008450295998957838
CAND2,0.3178602313109745
RPL32,0.4722319123758262
PTPRG,0.8550773971620851
IL17RD,0.011346488390192427
SHQ1,0.1878394660379048
SLC25A26,0.9844126605127691
UBA3,0.768976143350195
ARL6IP5,0.0058018985940183595
TMF1,0.17628225660309557
LRIG1,0.02048163622604453
LRTM1,0.22405381607314534
LIMD1,0.31962296697502873
ZNF660,0.34908172769852763
NFKBIZ,0.5747461761811623
COL8A1,0.05553857255637193
NXPE3,0.6416209659831734
ADGRG7,0.8770158675579225
MYH15,0.14266232096690157
PHLDB2,0.008115327880630612
ABHD10,0.7117035632207833
TAGLN3,0.08187551777729814
PLA1A,0.0841306488058264
RABL3,0.5914102179175749
ADPRH,0.005156688038471171
IGSF11,0.06765488343569297
ATG3,0.07749931072534974
NR1I2,0.1778884533012973
BOC,0.11437926914704209
SRPRB,0.018826659138292914
TMEM108,0.09873965876030563
AGTR1,0.0016778783107535115
MED12L,0.10039619284633797
EIF2A,0.9963552524208225
ALDH1L1,0.05685776630879466
OSBPL11,0.33636692543957425
TRPC1,0.23787425277816096
NCEH1,0.29536679827186807
SPATA16,0.36757726631542975
FAM86B2,0.9106158454294528
LPP,0.030049785953988724
TMEM44,0.5296358848293459
RUBCN,0.02827244521290675
AMT,0.025591021062759563
TCTA,0.7362189761564375
NICN1,0.11346243101079957
UCN2,0.4475223464828353
DCAF1,0.9224313975471512
MANF,0.02393301689381597
FLJ33534,0.14386532529320292
CCDC39,0.0962096945910843
STXBP5L,0.02705213861110591
EAF2,0.005348213559837117
ILDR1,0.03419488894328524
TM4SF19,0.09300269574155312
MUC4,0.03460973488429014
SLIT2,0.057444647749657
EIF2B5,0.6461946901292963
AHSG,0.000733323607150237
ECE2,0.7146453399484208
VWA5B2,0.508290500514484
DGKQ,0.7486769413642861
FIP1L1,0.20648394667763054
SLC26A1,0.31098425757113035
LYAR,0.0735043066330053
CENPC,0.7696274685102367
EPHA5,0.06554459597481539
CORIN,0.038746914241216276
ATP10D,0.01752834682014008
OCIAD2,0.06065928684635233
SLC10A4,0.7162436968885483
SLC10A6,0.5355072947870746
SCD5,0.30653120483439483
PLAC8,0.0007898643988956946
ENOPH1,0.09854629987846333
CABS1,0.15674856212692856
GC,0.029449585906864723
TRMT10A,0.608697184207635
KLHL8,0.23505864884863834
SNCA,0.21685949308197303
PYURF,0.15079008180837794
TBCK,0.602577851938032
CAMK2D,0.6816452642442987
CISD2,0.0010378373829407468
DDIT4L,0.06395559856430504
ANK2,0.07890619676998399
TIFA,0.30992050813848776
SPATA5,0.18255465048793157
FABP2,0.40059954307321655
CCNA2,0.5677737308098519
METTL14,0.28589139460106355
USP53,0.24765769175409413
SETD7,0.6165983528738277
NAF1,0.46316312991194986
MARCH1,0.0671749742173822
SFRP2,0.5404586439936461
RPS3A,0.23145371232356282
RNF175,0.666382252169762
PDGFC,0.2625636810350243
CBR4,0.3807728596565473
GLRA3,0.08442577720794053
CYP4V2,0.9354811907126819
ROPN1L,0.38442458178951355
NDUFS6,0.0626220762409587
MARCH6,0.944014321451634
NKD2,0.3821223772911889
CDH18,0.3836635746930378
ADAMTS16,0.011882891393480326
SRD5A1,0.2767678080957602
MYO10,0.020747079734086484
FAM105A,0.42726156664569637
RPL37,0.431868104013421
SKP2,0.2476887136298081
OSMR,0.007070777076276732
UGT3A1,0.019558210352778594
PLK2,0.058394097754242695
FAM159B,0.15576986031743634
GZMA,0.07423693214109682
PIK3R1,0.9681303539249175
HAPLN1,0.021018428400151983
LHFPL2,0.2959246799171138
SSBP2,0.04350802480585413
BHMT,0.02960905084717026
ANKRD31,0.020103050390084573
IQGAP2,0.44884008725264757
CRHBP,0.017710875961504384
RASA1,0.6066374228146916
LIX1,0.0018321061780609948
GIN1,0.5238841706426589
PPIP5K2,0.3703374644530024
PAM,0.4137185054606486
BDP1,0.2937021141631834
GTF2H2,0.011831329389219993
SLC30A5,0.03226828763575857
BTF3,0.12841531148856097
FBXL17,0.5054533949898514
SPATA9,0.05597210409797575
TSLP,0.005625658912467264
TNFAIP8,0.6768454321137616
FEM1C,0.9899905258596464
COMMD10,0.880544377391063
ATG12,0.9695459968792352
MEGF10,0.11783359659882346
ADAMTS19,0.09624975599898583
YIPF5,0.002296636099729178
ARHGAP26,0.9598366226479929
CXCL14,0.16420332465010626
LECT2,0.05246728127548843
SLC25A48,0.13377581920311685
DDX46,0.5262929904538297
IL9,0.015502308017103847
TIMD4,0.4853833807980833
RNF145,0.21334178711226293
C1QTNF2,0.05254761317176558
GABRA6,0.06508838423135427
GABRB2,0.7849104531229811
FBXO38,0.8814438391140058
SPINK7,0.05247961812712462
PCYOX1L,0.09009756458292585
GLRA1,0.02076504031504216
TNIP1,0.011167398571100606
G3BP1,0.3505182597490635
ZNF300,0.6276904579826244
N4BP3,0.4222531223653383
NHP2,0.23272609435343813
RMND5B,0.723401115371108
BOD1,0.02892800127187471
CPLX2,0.11311431623237246
TENM2,0.046264686824973415
KCNMB1,0.028743636460898885
FAM50B,0.532933822338562
MYLK4,0.14484115557688015
FAM217A,0.016274001709283357
TBC1D7,0.07058543422689416
FARS2,0.9757294610363509
GFOD1,0.405580116186831
CDKAL1,0.5510018244294845
PCDHB18P,0.05355729077015614
PSD2,0.38125027129738787
LRRTM2,0.03658595926012736
ZMAT2,0.014350646791594276
GFRA3,0.2579864212582299
KLHL3,0.8399234869860458
DCDC2,0.021468070538423593
SLC17A4,0.01745032056011609
HIST1H2BA,0.8285649631590942
KAAG1,0.12306379711788469
TRIM7,0.7219714485380474
TRIM41,0.4377764020756649
HIGD2A,0.17005998428573413
FAM193B,0.4583653273349325
PLA2G7,0.09959316176988336
TNFRSF21,0.706206833008816
RNF44,0.2785118883891743
MUT,0.10208494394650822
RASGEF1C,0.5057076613527397
DOK3,0.8596139019208047
ABT1,0.017954110944127934
PPP1R18,0.1770352915085797
DAAM2,0.0039101683239159465
PRIM2,0.7982111236557407
MLIP,0.009912161341097752
HMGCLL1,0.013243779401030258
LGSN,0.22842791247384447
FGD2,0.0007603360014866527
SCUBE3,0.21052174185212413
ANO7,0.13772777910773307
CRIP3,0.001436522957897382
TTBK1,0.25209034279309556
TCTE1,0.4295010808369295
RPL7L1,0.0009117097819472399
NFKBIE,0.022140841487386178
CYP39A1,0.03525278638290449
TPBG,0.04414466162098605
IRAK1BP1,0.1574301099307528
PHIP,0.20333405030268367
PRSS35,0.11851502292881053
MMS22L,0.05694348270102245
FAXC,0.021500734171401793
GABRR1,0.027902223016885254
PNRC1,0.4961204842492952
PM20D2,0.8650409779675495
RARS2,0.4732153154911434
SCML4,0.0015754234256799282
TBC1D32,0.0354257451107031
CLVS2,0.012071208930517698
GPR6,0.10048127789779608
RNF217,0.07339955785930677
RSPO3,0.1348144273042252
ARHGAP18,0.2386141539806101
TAAR2,0.010056082435144383
TAAR6,0.28095081477828365
TAAR8,0.228295527686764
ABRACL,0.1891221799176801
TAAR1,0.020449005116668757
SLC18B1,0.894201634279399
MTFR2,0.45284987290648715
SLC2A12,0.05317269522309985
SHPRH,0.1361040675175084
AIG1,0.9552370224802378
DYNLT1,0.4190356043842991
TIAM2,0.7245730688659918
TMEM181,0.16611741818158507
PNLDC1,0.22765728709989586
WTAP,0.07185830951119604
ZMYM4,0.4520383631713022
VIP,0.015163317770663745
ARMT1,0.04745870740906288
SLC22A3,0.17935809027992689
LINC01558,0.05934289590205521
VWDE,0.556436810003615
GNA12,0.14035630870634463
C7orf50,0.3074690397105967
SDK1,0.053833737555645945
WASH2P,0.1789139886858946
CCZ1B,0.8122389611889035
C7orf26,0.5443291862457109
RBAK,0.8964863650574808
CREB5,0.0729715117780091
FERD3L,0.3844723338352749
EGFR,0.09558528183985349
LINC00525,0.08531656076357218
CDCA5,0.26777257358591783
IGFBP3,0.5671874176144115
PURB,0.807342627710463
IGFBP1,0.010776853630867531
SSC4D,0.9996646866526706
MDH2,0.05543529753938306
POMZP3,0.17298963992130323
LOC541473,0.21729872953896004
NIPSNAP2,0.1458426365439644
CCT6A,0.04328119305756901
PSPH,0.3294529428689328
TRIM50,0.05528849843378225
ZNF92,0.15756925117624648
ATXN7L1,0.4139817152985572
TMEM168,0.24087358449367546
ASB15,0.01652556465508566
C7orf43,0.38766209547169994
SLC12A9,0.02214936490819922
GIGYF1,0.9569111181545851
TRIM4,0.1207031085254603
MEPCE,0.02510721708184062
ZAN,0.08080939458198826
TMEM209,0.28822454386246465
AGBL3,0.7087038685653355
STRA8,0.8923680775389907
ZC3HAV1L,0.7606807081553919
TMEM140,0.006641804435046941
TLK2,0.047968213278017854
EPHA1,0.6175768085323657
NOM1,0.17677040539625447
CNPY1,0.08746423508296644
NCAPG2,0.7916233582202808
ASB10,0.5271181008673173
NLGN4X,0.06313692771034717
SHROOM2,0.07647447967674377
RAB19,0.638953443613238
LUC7L2,0.8221745573877384
DENND2A,0.8595098613666337
TMEM27,0.0149252425540771
SH3KBP1,0.06283442802935654
TMEM47,0.013829034166520772
LANCL3,0.0977572716843618
SYTL5,0.0666405267957725
CASK,0.6441930696302509
KDM6A,0.755945119724353
SPIN2A,0.8530309442870712
MSN,0.0312665543641516
AKAP4,0.001975513099383252
CCNB3,0.13359789450032972
HDAC8,0.24869292841596746
SLC16A2,0.08309780417996424
CXorf36,0.04587520372523159
ZNF157,0.10137719852091645
ZNF182,0.49457204559155266
CHST7,0.04739719506633962
KRBOX4,0.8566901736587936
NDUFB11,0.12999774425944124
ZNF41,0.3307544059742896
RAB41,0.11100198794822061
ZMYM3,0.9153358961986227
TAF1,0.5120796480748206
GPR174,0.2461987086612387
NONO,0.11251858255350464
CCDC120,0.5368069589340628
LPAR4,0.09318973379785978
EBP,0.03948754426326484
AWAT2,0.7576946154572579
OGT,0.8704022792547916
SNX12,0.0034359816942457167
ITGB1BP2,0.009386623260168574
IL2RG,0.06308878105855668
GCNA,0.25374978607458265
ZNF711,0.028227475094931804
CPXCR1,0.0019207263802251638
DIAPH2,0.4347271519860507
NXF3,0.07970344586067134
RIPPLY1,0.026025971104289038
