,CLL_p_value,T2D_p_value
MIR3936,0.004819695268000967,0.0001863648435331756
SQOR,0.004834944494368624,0.01459460652839756
DDX28,0.004849803712212756,1.922861025095281e-05
LIMK1,0.0048592015586869045,0.005043092450330851
MFSD14B,0.004866196843421186,1.3954960396976988e-05
RAMP2-AS1,0.004867251507764931,0.03547767266901691
CDHR5,0.004868009462676484,0.03972752916304906
KIF17,0.0048882681921152745,0.016739578774897988
RAB7A,0.0048991702038635255,6.107881487160926e-05
KCNJ1,0.004936189257474492,0.0343145825183028
EPHA4,0.004976229103627457,0.0008621536863626571
AHSA1,0.0049933209169199366,1.8769531342456798e-05
GYS2,0.00500650042158874,0.04879898579025183
MS4A2,0.005019310518169744,0.02163631775318895
SLCO5A1,0.0050198310119120605,0.0008689102670473175
SOCS2-AS1,0.0050224311609271795,0.003577543837523398
SEPHS2,0.005031769454096248,7.119359975412528e-05
CHST15,0.005066430481489587,0.014459357651004052
SH3RF1,0.005076044374914549,0.0017764951345824638
TCEA1,0.005080248970166908,1.7383242371381726e-05
TSPEAR,0.005100500103601817,0.0003199262926518188
MYO1B,0.005107714134252119,9.27305718340802e-05
CDC26,0.005121324486783428,1.5795119847538667e-08
MCAT,0.005154913061389698,0.0004899428643238228
ADPRH,0.005156688038471171,3.0310042656541195e-05
CALM2,0.0051630688821777395,3.092842829185464e-08
MAPK10,0.0051747547560404,0.00011877626364932209
NDFIP1,0.005178520651895963,1.2551391235343539e-05
LINGO4,0.005186387779513655,0.006681096928759266
ADRM1,0.005188443502481184,3.783683741607704e-05
OR2A7,0.005204636744223533,0.004355648974214283
SYT14,0.0052225475960913,4.4369364936018336e-05
SELENBP1,0.005237929536810372,0.0006017689251611235
RUFY3,0.0052428237890005044,4.060770419343271e-05
PSMB6,0.005259172790897202,5.563365185156855e-06
AMER2,0.0052612635324446,0.0012697725830520658
PCDHA11,0.005266737129982603,0.0003764920111383978
TPRA1,0.005268179387497241,0.0008114232153507484
FBXO40,0.005279725296231174,0.006211961189386148
ZNF516,0.005289773955084293,6.305022909431042e-06
TMEM60,0.005298342349387371,1.6855939745475155e-06
ATP6V1E1,0.005307935393631621,6.082509341901132e-06
TUSC2,0.005311801049904884,0.0001781954195574384
RPUSD2,0.0053236033099578126,7.065984282662371e-05
PSMD1,0.005324336014101555,7.01011704992171e-08
BTBD6,0.005332759828882513,9.924714320737675e-06
CDR2,0.005344855616288162,0.00020218812634917213
EAF2,0.005348213559837117,6.73955762818427e-07
COL4A1,0.005348320319124604,0.033356366276393865
ALKBH5,0.0053668948723982705,8.724255072887023e-06
RAP1B,0.005380347051022066,7.963277010688843e-05
CD151,0.005396692987884555,0.0011557973278861929
MRPL44,0.005401379947220165,6.722426151525603e-07
SLC25A45,0.0054020203445231405,0.00011967642026677927
C3orf35,0.005422521060105963,0.029080478481581067
N4BP1,0.0054294389099887085,3.414798260619145e-05
LAX1,0.0054308222569844425,0.013769101814304486
DOK1,0.005446441651299768,0.0004082737595234629
CERS2,0.0054484467768879385,0.0005401932815891435
SLC4A7,0.00547821646970462,0.0002580657083863574
UBAP1,0.00550687515267585,0.00010102461823390016
SERINC1,0.005509520989683162,2.6909381210736902e-06
SLC2A2,0.005512051701312081,5.0161675806371615e-05
CADM2-AS2,0.005522082525998017,0.018645558102197767
METTL7B,0.005522863810280365,0.0017164995926548785
CFAP99,0.005538408470688432,0.0006815212761913751
MRPL51,0.005567219848239686,0.0226385230526172
HCN2,0.005570979002615439,0.00017628216904957172
PCNA,0.005587317490221017,0.00012351143917643044
CBLN3,0.005593244602080521,0.02153092151087195
NKTR,0.005594336110277319,0.0004368565356553735
NDUFA8,0.005598056900437825,3.424037741921982e-08
SPATA2L,0.005619947190319266,0.0005098912198143855
FGF16,0.005632422393946539,0.010893541463560112
ASTN1,0.005654576392093675,0.002904616563135951
FABP7,0.00569552972063839,0.010911007977019143
CMTM3,0.0056984842267763115,0.00517515751446353
HTR1D,0.005701689236349394,0.031814350033201495
HSPA9,0.005708727002766313,6.970289121365723e-05
NR3C1,0.005710077031465436,1.7945641261669523e-05
VCP,0.005724738793854287,0.00017187590532424904
IDS,0.005726562388005157,7.150086323173829e-05
LINC00538,0.005742753110554598,0.022381265426726783
THRB,0.005750268592864237,4.65068013349016e-05
SMIM5,0.005799969091963785,8.609660854619668e-05
ARL6IP5,0.0058018985940183595,1.148040187543532e-08
LINC00887,0.005811657588239458,0.03644578196733903
LOC101929759,0.005832558869432713,0.00012052561589969446
PRUNE2,0.005835981840640833,5.327232840249825e-05
ZNF350-AS1,0.005854965250524234,0.016730722306958427
IRF2BP1,0.005861418808635881,0.0010322413547110597
OCLN,0.005889797534025542,0.019301500364509352
TMEM101,0.005896658932706726,1.6291674684141484e-06
TACO1,0.005897719253541614,4.151572825276582e-05
RNF212,0.0059022671489613165,0.0002119607801837122
TBCC,0.005911134105927615,1.4329669940446175e-05
EIF4A3,0.005912248354076894,0.005856729922560252
ZNF689,0.005913225007732642,2.099523002210306e-05
ANKRD36C,0.0059269482264643295,0.02132891755515579
CDH17,0.005933609581492883,0.00532636068607928
REM2,0.005936911714346235,0.00012916439434922368
SLC4A8,0.005960224618312381,0.0001797371179858124
TMEM196,0.005968977837996695,5.377141772406972e-05
EIF2S2,0.005982908453261265,5.992149230190582e-07
CDC42SE2,0.005990050161125576,6.3817094996692705e-06
TAS2R20,0.005993508192859331,0.0493098353188171
CCNB2,0.0059939990473307034,0.02162011607615235
GABRR3,0.005996844173192296,0.007874226889978242
FGF1,0.006005181803226519,0.003491456988915294
CDKN2AIP,0.006010145822295516,0.0001360051737195564
TMBIM6,0.006013458273728461,1.648700525358271e-05
SPATA45,0.006016393267154427,8.579103096881161e-05
LOC107985579,0.006034734892360273,0.0018521487631349772
EIF1,0.006056668094345115,3.526113522949045e-05
RANBP2,0.006076871443997451,1.3964522943256947e-05
GNA14-AS1,0.00607692281616325,0.0009162028985295133
SUSD5,0.0060803836078746724,0.002595921157028348
CDHR3,0.006107330003367094,0.00015165616838863332
PSMD4,0.0061083610361498085,1.5809037587939717e-07
VAC14-AS1,0.006118887674259741,0.013257660390194884
SRC,0.006130702891732111,0.005652437576434459
CACNA2D3,0.006149171127989986,0.01306979894625055
SYNDIG1,0.006149314562399701,0.010219075855341325
JAGN1,0.006153134516479437,1.6838646029029426e-06
CR2,0.00616375133706683,0.019379491764898147
STRADB,0.006178203569857731,0.0002448840744101278
LINC00517,0.0061783546300059515,0.028889154506139245
DNAJC1,0.006196781249106325,0.0001101968916745794
PCMT1,0.0062032385422828495,3.370710149102824e-08
PTPN1,0.006251467429015704,1.6227092691334008e-05
PTPN12,0.006256508269074749,0.002858578703845263
ID4,0.006259776785068468,0.00020999746297135382
MANSC4,0.006271988492012628,0.0047128104356617875
CTNNA1,0.0062721888988964206,0.00024158397999445702
FAM133A,0.006287187805873229,9.134435962944955e-05
CD99,0.006294768066515715,0.00035466195671899253
TGFBR2,0.006307266110871296,0.006097401558080881
COX5A,0.006336351592939462,0.00014219302186256708
ETV1,0.006340045556699625,0.0003004939892954783
MAPRE1,0.0063757179330352475,4.0491932619726137e-07
SNORA54,0.00638066721121078,0.018751310096334902
MIR378J,0.006388447525429309,0.005071750088952792
PDIA3,0.006410642383557708,1.3712116521902551e-05
LINC01258,0.006415879316277405,0.0048345373274218725
GSTO1,0.006432618389884229,3.62383757031641e-07
DRAP1,0.006438341020271148,0.00010221527435331391
ZNF318,0.006441488850482808,1.6749155083240885e-05
TMEM229B,0.006478903408613952,0.00027216552467484946
TMEM127,0.006485251136618599,0.0002641081597890901
AGR3,0.006491440795836579,0.0009251440923582005
TMEM45A,0.006523654982048653,0.008861192676268097
PIM3,0.006524618678572689,0.009022880658786042
ARF4,0.006526362991139969,1.3581430392444223e-06
NAMPT,0.00653159874117905,0.032711059291355794
CTNNA2,0.00654274040290212,0.000118439614297039
MYL6,0.0065608554541833775,3.62223704527005e-08
CFAP61,0.006566468853074153,0.0006179010995298391
ZGRF1,0.006591245973792475,0.0032582921847192905
TSIX,0.006599072601035259,0.017211506875286206
MPG,0.006603904997242889,0.0009328807099666322
IL23R,0.006611070658511672,0.0008926021812761419
LRRC52,0.00663752285791672,0.03567866425073206
TMEM140,0.006641804435046941,0.03561280191906807
CNOT3,0.0066427422956505935,0.0005501277034108686
MEI4,0.006649907780172411,3.580427287865458e-05
NDUFB3,0.006650820963345484,9.371675074721275e-09
LINC01505,0.006652063406573046,0.018010603535520142
CHRM4,0.006675449576115301,0.0006034188737009359
CREBL2,0.006689514644665344,1.0163814574203924e-05
SPRY1,0.006699364434392613,0.0032198233073111103
EIF5B,0.00670743686684982,3.2634484442310767e-07
KCND2,0.006724657999350356,0.009603128142238009
MAD2L1BP,0.0067409883928384925,6.124870417454351e-07
INE1,0.00675296938367591,0.0003806722675745519
DNASE2,0.006755221972216745,1.817135100368559e-05
MEA1,0.006764489085445047,1.2024965591589204e-07
POLR1E,0.006768428934114915,0.00013086669285189504
FGD6,0.0067730038982963155,0.03108804532817623
EXOSC4,0.006775247018726253,0.000606141380332941
CCDC160,0.006777664333284984,0.0017883672954643803
TAS2R14,0.006783047821170317,0.00474006749525348
TNFAIP8L3,0.0067833246895361845,0.03834610814090076
SLC35E1,0.006789267321324822,0.00012602815767444079
GLUD1,0.006805250187235735,4.047927814980772e-05
PHF5A,0.006807639792699112,1.902814499652196e-05
BET1L,0.00681537819545984,0.0001289916650235062
GADD45GIP1,0.00681659857998403,0.014159555100343606
FAM177B,0.006823514213248274,0.008900933273634943
SDF2,0.006843732428581033,7.753833577064147e-08
DOK6,0.0068710923089044815,0.015674221529470192
PAXBP1-AS1,0.00688733357038596,5.389489168749761e-05
VDAC2,0.006887689723992749,2.8331120256585375e-06
PARD6A,0.006896049067504566,2.9906690130064933e-05
SRXN1,0.006897928982067516,0.0005478821989518821
TMEM200A,0.006902127997422757,5.7898652228005085e-05
GOLPH3,0.006912901550433769,0.00010464316775024079
FRAT2,0.006920182600794906,0.006418810706729358
SGTA,0.006921946473768972,0.00019018390995538225
HNRNPH2,0.006945883761455458,6.382884257749226e-07
CIB4,0.006949058102039158,0.0022077846404364794
ELOF1,0.007015246977794765,8.171140644858493e-07
DOC2A,0.007032257828083727,0.006895255493669476
LINC00632,0.007042292606571004,0.039175603759919346
HSP90AB1,0.007057230248990883,2.8047710947548425e-07
PSMC1,0.0070657739682441455,2.031346414881363e-06
LOC101927827,0.007070146910241472,0.0027655254654037065
NRSN1,0.007080073091199817,0.0003688551414816004
TRMT112,0.007102460481478347,2.44816058491658e-09
THAP11,0.007125993227484966,4.728036130688896e-05
TRABD,0.00713532989004631,0.017054612822212677
SPTLC3,0.007143756997685682,0.01454155691977532
ACTR1A,0.007174492891118969,1.3101745242930839e-06
PALMD,0.007176140128085922,8.593863154774305e-06
DIO1,0.007191026571823302,0.00190077850275599
LRRC42,0.007192308380592759,2.8590782802172566e-06
SH3BP2,0.007202529620756069,0.03025905046461868
C11orf65,0.007230951352131643,2.8788451173079812e-05
FAM135B,0.007263407686442945,0.0003574116067002405
SYCE1,0.0072670417628141505,0.04008503978063618
PCYT1B,0.007273472810754786,0.000186799352666015
CASP10,0.007282008830910681,0.03452632765723713
ZBTB42,0.007302191142357507,0.0039794190987674696
GLRA2,0.007320973751605373,0.013854506363818584
UBE2Z,0.007323634432388045,0.0002609698005866425
PIM2,0.007331498282694471,0.00011805568442757076
HRH1,0.007342833610748518,0.011771682172781173
SLCO1A2,0.007360943526253453,0.0006543601177942372
UBE2S,0.007362826460756925,0.008480473024660205
ITIH2,0.0073867054299876535,0.029526649534875892
NR2F2-AS1,0.007387768084050687,0.03201504165257701
TXNRD1,0.007402589390494495,0.00040402473135219485
ALAS1,0.007410266268729238,3.451750392308611e-06
PLK3,0.007417394571806409,0.005393906252374312
TMEM109,0.007436806343099166,2.5577554946163603e-05
NOTUM,0.007452952824144553,0.01144214915572762
MTX3,0.007457088318899761,1.8904708723802648e-05
NME9,0.007462006024886543,0.0008879145563414823
RETREG2,0.007473816471530544,1.664450729165249e-05
ING1,0.007479678355663397,0.00331644286766568
SYTL3,0.007486000873699855,0.0008223855856979399
TALDO1,0.007503486852238777,1.4938948506007374e-05
DZIP1,0.007505405887011196,0.00027679316224706935
RASGRF1,0.0075136866328936,0.00010183264649255004
RAP1GAP2,0.007517216920218989,5.805782289801875e-05
SPAG6,0.007540985997400624,3.838818433002175e-05
LOC102723968,0.007576482579426002,0.015733581376936694
LINC01761,0.007581596702571442,0.04603678582139272
TPI1,0.0075868135367765785,0.021336743219374604
ZNF622,0.0075989653755014885,0.00047267346002865575
CCDC47,0.007607683382691828,1.2552132650276196e-05
LOC101928858,0.007613526501764278,0.005640013927258056
ADO,0.0076281797486756914,2.0512843640124346e-05
LINC01914,0.007633675949590839,0.02255075400791518
ENO1,0.007634841140547531,0.000397744350424817
IMP3,0.007642957354845948,3.566820690118444e-05
KTN1-AS1,0.007659715261017487,3.215917804850514e-05
WDR1,0.007663643922316367,0.00298425754571578
TUSC1,0.0076793438183895635,0.002038022962269607
KDELR2,0.0076887321648153924,2.0428699274587743e-05
NUP62,0.007694983308328148,3.098669455118262e-05
RAB6C-AS1,0.007732463010243898,0.004766324638558362
MFAP1,0.007746340235688575,4.904973315822783e-08
LOC283335,0.007753356382174657,7.236093583826687e-05
LINC01814,0.0077627168789707315,0.011499824401543273
RAB31,0.0077857097891604835,0.001646385734267731
PPP1R1C,0.007794520944124085,1.1841507756883137e-05
SNORD116-30,0.007796507216821585,0.04811332894691593
TMEM178A,0.007797729862836442,0.016631386980936122
NT5C1A,0.007800655456297423,0.02884146304198684
DNAJB1,0.007807132999366498,0.0013217883589521228
FAM126A,0.0078113294866773595,7.159286160149161e-05
CNIH4,0.007814148691509282,6.53625881600204e-05
MKRN2OS,0.007822727015056333,0.008733710975618406
SMIM18,0.007824913907296248,0.0003431917913283262
TMEM139,0.007826183024999564,0.020088976423122875
TM2D2,0.007848808366890562,3.2172779507296416e-07
ZBTB2,0.007849674661211056,0.0001322025665591465
MSS51,0.007873040730483442,0.0014787980007138202
ATP6V0A1,0.007902320865599914,1.1155752110700045e-05
CFAP54,0.007906753836782137,0.0076803749910872065
TIPARP,0.007919085769933238,0.003771383192518337
SLA2,0.00792005434371081,0.0006197909460721539
GYG1,0.007922834020568738,2.811049668972073e-07
PHB,0.007938801171127254,3.656771280218386e-07
DLGAP5,0.007949971471329802,0.002162807118100724
RTF1,0.007970641791268324,1.0210529446175529e-05
FBXO21,0.007983815555904866,9.30755817652812e-06
SMAD9,0.008019014322357208,1.9597162081266057e-05
DHRS7,0.008019492267405236,1.7884795438784954e-09
C1orf220,0.008020177203535187,0.00032652049282423716
STOM,0.008032603402758852,0.002974473951757006
GRM7-AS3,0.008055831792009848,0.004473510162627155
TMED9,0.008070429600373949,1.8471848136899016e-05
HNRNPC,0.008072981384176428,3.582735682229826e-05
HTR1F,0.008073180452865491,0.0003363964157297191
PLP2,0.008076712787979697,0.0004821298145912349
TAL2,0.008088538986447444,0.0034731110979351583
UTP3,0.008090846363655977,5.396509390187399e-06
HP,0.008093840102548636,0.042304819935449996
ANO3,0.00810466738607706,0.018402537380594216
PHLDB2,0.008115327880630612,1.4717864713024309e-05
RAN,0.008154698405727594,0.003584303704627436
EIF1AX,0.008155467983423667,2.326724395934853e-05
EIF3I,0.008170547233346863,1.1872158208918716e-05
SNAPC2,0.008173132399214801,0.0016821587641997352
ORAI2,0.008180654408361855,2.3659942469944794e-05
NPW,0.008195022200945092,0.03808345958058123
CYP2C18,0.008207893086558601,0.048323360269699224
ANKK1,0.008219264008034091,0.017521415563504616
LY6G5C,0.008242063699226417,0.0010349024780990557
TMEM35A,0.008242101859217955,0.0058987751273204166
CDIP1,0.008271500454363949,2.7971149959605423e-05
PPY,0.008283255881070494,0.0034095437170133126
LINC02287,0.008294709941977257,0.0010269990514726157
LMAN2,0.00829653710674229,1.7818490707049824e-05
MCMBP,0.008310005548862331,2.5761293835297503e-05
MRLN,0.008313328928423831,0.0005231475754993239
SNORD116-29,0.008317186743688877,0.021380090324020155
TOR1B,0.00832742098417455,0.00011060855849818194
IP6K1,0.008331721601661577,4.617615434592348e-05
BUD31,0.008363962793685101,1.1423966135532986e-06
CANX,0.008382955440683801,8.14271890452608e-06
MRPS12,0.008386206597992312,0.0006215877527107422
SUPT4H1,0.00839403398614107,6.513423422028874e-06
AGAP3,0.008394096048463529,9.881640148274143e-05
ASGR1,0.008400055729227888,0.002789148241660589
RBM42,0.008400855509886215,0.0008071264543741345
SEC14L6,0.008424671854820402,0.0003704920701653311
DSP,0.00842620486203297,8.334676150716532e-06
KLF7,0.008438038508832502,0.016176784553844227
PLEKHA5,0.008441859597240597,6.678713739649663e-06
NHS,0.008444777666544815,9.745700848008093e-05
NCAN,0.008450173974199705,0.0003795937805368
LOC101928837,0.008451173157083594,0.0013189651536912826
TP53TG3,0.008458676290739297,0.029815786806688876
PARP4,0.008471118494022168,0.0002808780990187584
USP3-AS1,0.008471418682077405,0.00020509519148459167
ZBED9,0.008478093466770273,2.033837667334846e-05
KIF1C,0.00848271979443739,0.006792161823679538
EMC3,0.008487530644031367,3.9489491226257434e-08
FYTTD1,0.00850062701615258,1.2580649383160466e-07
SLC25A21-AS1,0.008512904309570002,0.0001676961456803248
LENG1,0.008522434776134425,5.7443117311662875e-06
DNAJA2,0.008544755340859174,6.193061819913974e-08
PLOD3,0.008595436258300173,0.001564833802854831
GTPBP6,0.008599871263114298,0.0011906761729370615
MPRIP,0.008623888948888672,0.0193896153876864
MAP7D2,0.0086628222400377,3.2091652306602866e-05
RORC,0.008672421227971962,0.00012243670876754549
LOC101927318,0.008685592787645293,0.02609480797936735
CCDC85C,0.008686932973138403,0.00027539706178350066
LOC388282,0.008692275889605727,0.0031279172403528093
RDX,0.008721040569844844,1.397293044329961e-05
PDCD1,0.008721218617136903,0.03411465698610666
LAT2,0.008730122509444969,0.0010088590938074115
TINCR,0.008738449942742161,0.0003641051621404912
TOGARAM2,0.008739637896520125,0.0014415804527350706
CHMP2A,0.008747200265254025,1.2387386193229508e-08
USP10,0.00878417225011839,1.0413651805469997e-06
PGK1,0.008798890551560249,0.0070833851956050966
ARHGEF10L,0.008809337778885734,0.006891854081603384
IL1RL2,0.008818013625950628,9.206878522216738e-05
LOC284788,0.008824044133115157,0.008376293003769806
UNC119B,0.008833140395237095,8.690710438485533e-06
ANXA2,0.008839427168691703,0.03640192211283756
CDC34,0.008846026302458695,0.0011871114136640082
GOLGA8DP,0.008852922137320482,0.004841639321379232
SCARNA9,0.00890324892837951,0.007048492879608611
GJA3,0.008917986112176523,0.013514740549066628
JAM3,0.008934436000722199,4.930019714587382e-05
ACKR4,0.008954400255047474,0.0016559969755695098
ACAA2,0.008958832041683495,2.863007421377717e-06
MRPS10,0.008976232843746426,1.9951287296139083e-09
MTAP,0.009008050846107491,6.674072287389556e-05
SRSF12,0.009011975355411421,6.038119286653596e-06
LGALS3,0.009024422310289206,0.0071249026319494795
INS-IGF2,0.009025351285650865,0.002560231487285416
INHBA-AS1,0.00902771225718106,0.0007669439152704261
UGT3A2,0.009039109771760156,0.01027033809040832
RTN2,0.009052982266270987,0.0003941811030680463
API5,0.00910134966161202,4.435032076781539e-07
NAXE,0.009115602032550353,2.170524766849659e-05
TP53RK,0.009131002841494745,3.93853800308961e-05
EPHA6,0.009140765610877991,0.0025181005988155316
PEF1,0.009143352735541852,6.28248192573127e-06
KPNB1,0.009152064544523636,7.159506364038855e-05
SLC39A11,0.009156235327309593,1.3533665893385445e-06
PHF19,0.009164638882190062,2.2720861858549303e-05
PRKD1,0.009168457376897799,0.0059773437255366945
VWA8-AS1,0.00919307984219194,0.004558941728833667
ZCCHC17,0.009197424517290519,9.306999577738987e-07
ADCK1,0.009208974934917352,2.98220610834129e-05
DDX24,0.009209012697119193,1.23304553688643e-07
GABARAP,0.009216677214927471,3.405549057444988e-08
C2orf66,0.009218627710603245,0.008557729280114576
TMEM11,0.00922051397339417,8.37981915596021e-06
PLEKHO2,0.009226925125645326,0.01095304108882076
BOLA2,0.009227399735023612,1.946369748493774e-05
LINC01772,0.009227864975780407,0.03911614710787976
GPX4,0.009234420637563587,1.1339364026178006e-06
ARMC7,0.00924974462645703,0.0008222039125908282
NT5DC2,0.00931703412862556,9.192399083216711e-05
CA5B,0.009333569750601452,0.0004929620177553726
RAB1B,0.009337810336283236,1.328450941479247e-05
CCDC80,0.009340511597396422,0.014374496381860422
DAD1,0.009342787498163122,7.516490215353394e-06
PRMT6,0.009343667895075467,1.0335434171930421e-05
CABIN1,0.00934566762292287,0.00018153571668579367
BAK1,0.009347855720449301,1.7164154736993825e-05
PHAX,0.009349216787978598,1.2562529961624365e-06
ITGB1BP2,0.009386623260168574,0.048658449532470276
BHLHE41,0.009389048389340375,0.00013341744665941067
TBC1D8B,0.009391136612996624,7.806189504184072e-05
LINC00595,0.009394732287460694,0.0010138264467026772
LINC00449,0.009407277312019994,0.0014806037377172703
CDK4,0.009409574458693743,0.00010034734246377084
TMED10,0.009412847558307751,8.81085614492704e-08
PGRMC1,0.009425752403703577,6.082458361672831e-06
LASP1,0.009430997790635318,0.0015971656309163617
SLC7A9,0.00944281574280862,0.020710059345766012
DES,0.00944653582107063,0.03439339696682115
ATP6V0C,0.00944715193165649,0.005666682156687611
MFSD4A,0.009449706569820205,4.392975480719835e-05
COPRS,0.009451348419762303,2.9697663440066224e-05
ZNF410,0.009468148806056302,3.166268234303147e-07
IRAK2,0.009471673297657418,0.014586619011679094
KCND3-IT1,0.009475032535591746,0.01377708426732338
VEZF1,0.009476761049853566,1.240972308415298e-05
CNP,0.00947773715230172,0.0002257298556594359
AGPAT3,0.009487018499042122,0.00045943622527996273
ACVR1,0.009493442743974168,2.8136221462322046e-05
RALGPS2,0.009493629621479547,3.6571801962806614e-05
PECR,0.009498710397472488,1.2105034805666353e-05
RCC1L,0.009504835183138424,0.0001123198811444797
ATP6V0E1,0.009515841714349823,7.83214005355733e-06
MIR559,0.009540749667178295,0.006290676415227484
LOC101927237,0.009550441389900468,0.004841610314486809
MID1,0.009567908303615515,8.572562811224486e-05
NPM1,0.009572199565848007,8.352503358895128e-07
SLC6A1,0.009603601364578484,0.020916190087142295
PBXIP1,0.009629578424128638,4.6118927700403715e-05
ROBO1,0.009633294225051412,0.00011667663734934438
ATG16L2,0.009691229611129538,0.0018000344918148775
MAIP1,0.009701466316588452,1.857700351992362e-06
ETFBKMT,0.00970840856412529,2.2819290477293637e-06
NDUFV2,0.00972112736964422,2.9239312890916363e-08
SYAP1,0.00972774761270512,3.498637515984756e-06
CEP19,0.009728068589855761,2.00381973920827e-05
CDK2AP2,0.009731825697286034,0.0085535634916187
NTMT1,0.009744008191211618,3.193937178390861e-05
FBXL13,0.009760204733840771,0.000788527211638022
BCOR,0.009768982723626593,4.790271184867245e-07
ZBTB7A,0.009780534779285794,0.0027551286894135995
BLOC1S3,0.009788827555308672,0.0022467801514156967
NFATC2,0.009799787762510611,0.0008734328796425788
SMARCA2,0.00981275064976815,7.53961613822138e-06
PLPBP,0.009846157226397206,8.713491572138925e-06
GRIA3,0.009852111017488986,2.0564428755833427e-05
HLF,0.009856070453813644,0.0001834746242450978
CAPN13,0.009882150611180503,0.00018576504355162862
PPP1R8,0.009882411975420112,7.853866776879368e-06
CACNG5,0.009898909539307353,0.010444101401137188
CANT1,0.009901933307357839,0.0005727711075390527
MLIP,0.009912161341097752,0.017071637438202975
CST4,0.009917798105742424,0.04675995632532584
SLC25A19,0.009927786797978526,0.00019451055532318593
FKBP8,0.00992811782993823,0.00010942542783921337
EFHC2,0.009940866375069128,1.3105078135391665e-05
MTHFD2,0.0099451976484152,0.003034846549457717
ARHGEF28,0.009952856808164373,7.252773555358648e-05
INTU,0.009957082089689978,1.9228235526257256e-05
FRMPD3,0.009967332508871975,0.008377265344674055
KLHDC3,0.009980528102972142,5.44857614971346e-05
GLP1R,0.009987084904959604,0.00023817186778948935
HIVEP2,0.009994415652104821,0.0007740337660960499
JDP2,0.009997775073752317,0.004460589185072866
XRCC2,0.010001027438607799,0.031259011235938834
AAR2,0.010009599311783765,1.0355370232498466e-05
MIF4GD,0.010043696076219319,2.3078387508707548e-05
SF3B4,0.010068794568607762,6.765850429414391e-05
CYYR1,0.010070863363262754,0.00014467120864932516
SCIN,0.010075465269466203,2.741925784424961e-06
RAET1E-AS1,0.010100519131585217,0.009444799639875124
UBTD2,0.010101730098953694,2.437211272303165e-05
DCBLD2,0.010105325522848322,0.00013327013051072812
ALG1,0.0101120906075442,2.945531758028239e-05
SENP3,0.01012801747167196,0.00021075987205111064
ABCC9,0.010131203687076788,0.0002892239945346076
HCP5,0.01013886274092923,0.0027302769795262594
SRP14,0.010145844769849218,0.011805665369158374
DBNL,0.010148301062309269,0.00012098585963540527
KCNB1,0.010155979251425695,0.0006314501123738413
GRIA2,0.010159897519068808,0.00019831190138887173
ADARB2-AS1,0.010162935111215654,0.029135741507319984
SRF,0.010184589815353527,0.0028461916917282603
RASSF3,0.010198510762699706,0.013638177133048133
LOC101929705,0.010209453496977182,0.008071513511827803
AFM,0.010236295967426246,0.008592475947506393
JPH1,0.010254514800489304,1.310819792537032e-05
FLJ22447,0.010258103138106425,0.04537124341438337
BCL2,0.01027592978054812,0.014526143731245101
GAPDH,0.010287355520572476,0.0007536610424904869
NUP50,0.01029028867672467,1.0873946820036822e-05
CCT7,0.010326465242987904,8.858207383400176e-07
CNTF,0.01032736783677813,0.03807855179392716
UNC45A,0.01035113343858782,2.367462524945965e-05
TSPYL5,0.010351497713174817,2.096951007682962e-05
SPINK2,0.010420440907646477,2.1035110824443976e-05
GPR160,0.010424588359462672,0.0136950634586842
MRGBP,0.010426368821338926,0.0002637250439904902
RASAL2-AS1,0.01044517712928118,0.00014670150799568258
RPS6KC1,0.010447006366494635,6.179353516323596e-06
PPP2CA,0.010471540329619588,2.119279914812286e-05
NEGR1,0.010501593222836616,6.473813569208293e-05
SDCBP2-AS1,0.010503908697863927,5.181235453944873e-05
TEX38,0.01050430176660146,0.00690844231431116
PTCHD4,0.010540634872108743,0.0006910278801501251
UNC80,0.010567839175215562,7.254323939594531e-05
HMGB1,0.010571260861173257,7.893991253505917e-07
DMGDH,0.010573677108963323,0.0002639500245911462
MED29,0.01058321346570966,2.813995148173987e-06
DSCR4,0.01058621905620953,0.0029320354024251053
THRA1/BTR,0.010587968885869452,0.029506628065028496
UNG,0.01059405849266885,0.0002156084029575726
PPP2R5C,0.010594325059094143,3.026363366738896e-07
UBE2M,0.010595592339130827,7.010618192551687e-05
LINC01584,0.01062047786956987,0.00762546187388483
LINC00847,0.010644330794812513,6.36348982571541e-05
GNB3,0.010645409326328775,0.000686190717416588
MCF2L2,0.010650507958081019,3.535789588750913e-05
MMP14,0.010673447947141491,0.012490637221932836
ARMCX6,0.010688416772148891,5.848004127542411e-07
STAT3,0.01071899376376407,4.0941401601929365e-05
USP27X,0.010725345354823109,5.554825980124562e-05
LOC105371084,0.010740252280986382,0.013625087920531971
RGN,0.010740856925696318,4.40814090607228e-05
TMEM178B,0.010773728242896533,0.00018535175665347937
TUB,0.010794699530837424,0.00013863994413160696
MAT2B,0.010794805515719205,1.528463069265774e-06
MYO15B,0.010796882517097666,0.01585655546764373
LEF1,0.01080251176063888,0.04727331946766862
PABPC4L,0.01081201778650034,0.010867592774640257
PPP1R26,0.010821685760347697,8.592309188596285e-05
RPA1,0.010846810753024017,1.7167102740724474e-05
RAB3C,0.010853558019717435,4.823097686072945e-05
RNASE10,0.010857830007022645,0.013125423084242381
PCBD1,0.010860253733349248,3.458016705230828e-06
STAU1,0.010870445173765772,0.00010248702680296238
VPREB3,0.010877077437481517,0.015395306536715581
