SOCS1,CD3D,CCL4,IL7R,TSSC2,SAMSN1,PTPN7,CD300C,VSIG4,CXCL10,GPR84,CD300E,THBS1,FPR1,FSIP1,PDCD1LG2,MT1E,CCL5,GZMB,SEMA6B,AQP9,IL2RA,LILRB4,CD3G,CYTIP,CD209,PPBP,CCL7,CLEC5A,LRRC25,CCL4L2,IL18RAP,P2RY6,ITK,FLT4,KLRC1,CCL3,NKG7,IL2RB,GZMA,MT2A,IL1B,APOD,PRF1,GIMAP6,MT1G,IDO1,FCGR3A,CXCR6,FCER1G,IFIT3,BATF3,SLFN12L,IL10,SIGLEC7,GZMH,CD7,OLR1,S100A8,label
47.0,7.0,1.0,5.0,6.0,12.0,7.0,0.0,10.0,22.0,5.0,7.0,4971.0,0.0,3.0,18.0,3067.0,148.0,15.0,76.0,3.0,29.0,0.0,15.0,32.0,5.0,9.0,89.0,10.0,3.0,0.0,0.0,10.0,21.0,9.0,16.0,37.0,0.0,14.0,16.0,7160.0,240.0,13.0,1.0,2.0,3987.0,31.0,0.0,0.0,75.0,1368.0,41.0,9.0,21.0,0.0,0.0,2.0,22.0,24.0,0.0
48.0,43.0,16.0,223.0,35.0,259.0,25.0,26.0,67.0,1457.0,71.0,46.0,9473.0,9.0,37.0,48.0,1437.0,506.0,176.0,175.0,100.0,60.0,93.0,64.0,64.0,48.0,32.0,207.0,72.0,18.0,0.0,1.0,32.0,20.0,18.0,5.0,422.0,19.0,19.0,40.0,7397.0,962.0,226.0,0.0,39.0,469.0,190.0,21.0,41.0,493.0,8364.0,31.0,33.0,119.0,11.0,15.0,4.0,111.0,847.0,0.0
49.0,31.0,3.0,385.0,27.0,237.0,15.0,27.0,465.0,360.0,104.0,48.0,16638.0,38.0,59.0,55.0,3123.0,526.0,69.0,104.0,92.0,62.0,2.0,68.0,125.0,118.0,159.0,225.0,186.0,13.0,0.0,0.0,71.0,47.0,11.0,7.0,475.0,17.0,8.0,40.0,8800.0,1843.0,442.0,11.0,29.0,2072.0,243.0,19.0,9.0,1389.0,2956.0,45.0,26.0,94.0,13.0,4.0,1.0,195.0,307.0,1.0
50.0,0.0,0.0,72.0,89.0,39.0,10.0,5.0,12.0,118.0,3.0,2.0,4276.0,12.0,95.0,9.0,330.0,99.0,60.0,314.0,10.0,2.0,19.0,5.0,185.0,71.0,3.0,1.0,10.0,13.0,0.0,0.0,5.0,22.0,33.0,3.0,51.0,2.0,5.0,0.0,663.0,86.0,132.0,2.0,28.0,135.0,12.0,10.0,0.0,188.0,1787.0,12.0,7.0,29.0,12.0,0.0,0.0,61.0,140.0,0.0
51.0,48.0,17.0,99.0,21.0,221.0,26.0,11.0,530.0,308.0,19.0,21.0,8627.0,12.0,52.0,9.0,2026.0,313.0,153.0,80.0,41.0,20.0,44.0,27.0,49.0,169.0,42.0,42.0,15.0,28.0,0.0,2.0,69.0,4.0,18.0,7.0,166.0,28.0,31.0,130.0,5606.0,425.0,250.0,6.0,48.0,2008.0,85.0,6.0,14.0,660.0,2170.0,17.0,19.0,46.0,13.0,6.0,1.0,66.0,302.0,0.0
52.0,19.0,2.0,422.0,170.0,376.0,17.0,23.0,438.0,274.0,4.0,17.0,12661.0,1.0,257.0,29.0,858.0,90.0,39.0,767.0,40.0,46.0,0.0,22.0,130.0,328.0,0.0,0.0,125.0,100.0,0.0,0.0,130.0,55.0,418.0,0.0,50.0,12.0,75.0,110.0,1368.0,64.0,168.0,16.0,230.0,904.0,184.0,79.0,0.0,1148.0,3483.0,0.0,7.0,33.0,32.0,4.0,5.0,642.0,0.0,0.0
52.0,26.0,8.0,22.0,65.0,49.0,5.0,2.0,0.0,23.0,0.0,0.0,1925.0,0.0,63.0,3.0,270.0,79.0,14.0,249.0,10.0,1.0,0.0,14.0,64.0,10.0,5.0,3.0,3.0,1.0,0.0,1.0,21.0,12.0,96.0,3.0,11.0,8.0,18.0,32.0,315.0,170.0,14.0,4.0,34.0,42.0,9.0,7.0,8.0,20.0,1322.0,6.0,8.0,8.0,1.0,0.0,1.0,23.0,0.0,0.0
53.0,27.0,0.0,148.0,6.0,182.0,19.0,1.0,33.0,27.0,37.0,7.0,7514.0,8.0,31.0,13.0,1102.0,250.0,69.0,193.0,23.0,15.0,4.0,40.0,23.0,40.0,0.0,26.0,43.0,14.0,0.0,3.0,51.0,46.0,11.0,0.0,92.0,10.0,18.0,29.0,3400.0,131.0,83.0,0.0,12.0,365.0,63.0,0.0,10.0,551.0,981.0,10.0,44.0,39.0,14.0,4.0,1.0,97.0,82.0,0.0
54.0,0.0,0.0,78.0,115.0,58.0,3.0,6.0,10.0,28.0,2.0,0.0,14784.0,0.0,91.0,2.0,1090.0,86.0,54.0,322.0,2.0,2.0,0.0,8.0,166.0,34.0,2.0,31.0,6.0,11.0,0.0,0.0,18.0,21.0,78.0,0.0,21.0,5.0,26.0,3.0,1330.0,11.0,248.0,0.0,48.0,349.0,9.0,6.0,1.0,153.0,1422.0,25.0,8.0,14.0,0.0,3.0,7.0,112.0,17.0,0.0
54.0,2.0,0.0,16.0,60.0,81.0,21.0,0.0,24.0,28.0,1.0,0.0,2265.0,1.0,89.0,10.0,468.0,96.0,47.0,264.0,6.0,9.0,6.0,9.0,172.0,54.0,25.0,2.0,15.0,3.0,1.0,1.0,8.0,21.0,32.0,4.0,20.0,0.0,5.0,1.0,531.0,50.0,57.0,0.0,22.0,71.0,7.0,5.0,0.0,84.0,1312.0,1.0,3.0,10.0,7.0,3.0,0.0,50.0,0.0,0.0
55.0,15.0,28.0,164.0,79.0,121.0,20.0,7.0,87.0,22.0,4.0,3.0,3342.0,5.0,69.0,15.0,585.0,48.0,30.0,447.0,33.0,9.0,3.0,9.0,73.0,144.0,14.0,20.0,95.0,41.0,1.0,0.0,42.0,17.0,48.0,0.0,133.0,23.0,8.0,10.0,614.0,116.0,116.0,2.0,52.0,201.0,87.0,29.0,6.0,441.0,1770.0,21.0,8.0,20.0,43.0,0.0,19.0,160.0,1035.0,0.0
58.0,0.0,3.0,15.0,124.0,87.0,9.0,8.0,37.0,78.0,3.0,0.0,2598.0,2.0,92.0,2.0,256.0,111.0,30.0,305.0,53.0,52.0,15.0,13.0,84.0,122.0,36.0,4.0,3.0,20.0,3.0,3.0,13.0,11.0,56.0,0.0,44.0,5.0,2.0,23.0,514.0,342.0,68.0,4.0,22.0,351.0,61.0,13.0,3.0,245.0,1472.0,5.0,3.0,11.0,15.0,1.0,6.0,76.0,16.0,0.0
58.0,16.0,4.0,164.0,23.0,226.0,15.0,21.0,21.0,104.0,16.0,8.0,10136.0,8.0,95.0,28.0,3343.0,124.0,45.0,102.0,38.0,5.0,6.0,19.0,40.0,32.0,3.0,25.0,33.0,7.0,0.0,0.0,53.0,31.0,17.0,0.0,164.0,9.0,5.0,6.0,9657.0,290.0,354.0,4.0,37.0,4344.0,151.0,14.0,25.0,574.0,1360.0,21.0,25.0,48.0,0.0,0.0,3.0,34.0,44.0,0.0
60.0,56.0,2.0,194.0,55.0,231.0,40.0,5.0,16.0,1227.0,21.0,8.0,20924.0,3.0,14.0,29.0,3069.0,372.0,195.0,190.0,20.0,55.0,0.0,100.0,29.0,22.0,12.0,139.0,122.0,14.0,0.0,5.0,33.0,50.0,12.0,45.0,450.0,17.0,22.0,43.0,9568.0,1198.0,198.0,7.0,13.0,3096.0,90.0,0.0,61.0,419.0,5574.0,19.0,32.0,64.0,8.0,6.0,2.0,32.0,35.0,1.0
61.0,2.0,0.0,34.0,107.0,28.0,8.0,14.0,23.0,6.0,7.0,0.0,27924.0,4.0,143.0,3.0,3085.0,77.0,19.0,237.0,11.0,2.0,2.0,9.0,211.0,28.0,8.0,13.0,12.0,16.0,0.0,7.0,3.0,31.0,41.0,0.0,8.0,0.0,6.0,0.0,4248.0,118.0,48.0,0.0,10.0,9186.0,4.0,10.0,2.0,89.0,2379.0,4.0,14.0,14.0,2.0,0.0,10.0,53.0,10.0,0.0
61.0,20.0,0.0,173.0,22.0,247.0,17.0,20.0,110.0,84.0,45.0,10.0,8402.0,13.0,33.0,23.0,1190.0,305.0,48.0,202.0,8.0,26.0,14.0,56.0,42.0,119.0,4.0,142.0,197.0,23.0,0.0,1.0,32.0,57.0,17.0,6.0,210.0,15.0,2.0,5.0,4266.0,680.0,354.0,11.0,22.0,1099.0,53.0,0.0,32.0,700.0,1102.0,27.0,30.0,45.0,16.0,3.0,0.0,127.0,296.0,1.0
61.0,27.0,39.0,317.0,253.0,486.0,90.0,50.0,607.0,9.0,14.0,0.0,22468.0,11.0,158.0,52.0,2627.0,174.0,35.0,885.0,65.0,40.0,20.0,47.0,191.0,722.0,1.0,14.0,116.0,165.0,5.0,2.0,272.0,30.0,599.0,2.0,214.0,30.0,25.0,116.0,3084.0,45.0,362.0,25.0,400.0,790.0,187.0,64.0,13.0,1747.0,2886.0,14.0,18.0,82.0,82.0,9.0,10.0,542.0,17.0,0.0
61.0,63.0,8.0,122.0,13.0,152.0,8.0,20.0,93.0,1472.0,23.0,31.0,18606.0,7.0,31.0,13.0,5062.0,175.0,101.0,35.0,31.0,7.0,0.0,25.0,43.0,87.0,14.0,202.0,116.0,8.0,0.0,0.0,8.0,35.0,12.0,2.0,369.0,27.0,15.0,43.0,10226.0,616.0,225.0,7.0,11.0,5899.0,148.0,6.0,0.0,690.0,3173.0,22.0,8.0,29.0,0.0,10.0,0.0,36.0,200.0,0.0
62.0,10.0,0.0,69.0,28.0,132.0,29.0,17.0,101.0,21.0,7.0,20.0,7060.0,9.0,92.0,11.0,1386.0,295.0,43.0,318.0,39.0,15.0,0.0,40.0,35.0,115.0,0.0,114.0,26.0,23.0,0.0,0.0,11.0,34.0,14.0,6.0,149.0,11.0,7.0,0.0,5364.0,344.0,212.0,2.0,34.0,733.0,16.0,5.0,14.0,381.0,1437.0,3.0,59.0,30.0,11.0,4.0,0.0,118.0,122.0,0.0
62.3073,20.5616,15.9256,149.7678,192.5075,458.4666,690.7829,40.2366,23.3879,26.2914,18.4547,69.6849,155.5837,48.6926,50.222,44.0621,13.5878,47.9555,18.9674,61.1481,44.1285,680.1379,96.5309,110.2132,2179.668,61.9464,16.6599,11.7435,62.8074,113.3949,4.2198,48.4889,77.6833,180.2122,154.7135,28.8513,14.3801,87.4981,112.2047,12.2427,40.6669,57.1721,31.0116,33.9083,112.4638,5.8118,82.5375,40.8157,70.1408,29.0397,225.8258,55.5152,158.9856,41.761,51.9835,45.4269,42.6662,138.8576,24.855,0.0
65.0,34.0,0.0,536.0,125.0,514.0,39.0,51.0,267.0,73.0,9.0,7.0,13836.0,20.0,153.0,41.0,732.0,116.0,88.0,348.0,23.0,14.0,24.0,21.0,139.0,334.0,1.0,15.0,138.0,67.0,0.0,1.0,82.0,25.0,133.0,17.0,152.0,28.0,18.0,56.0,1172.0,112.0,139.0,6.0,172.0,1832.0,171.0,46.0,14.0,1036.0,2736.0,27.0,12.0,38.0,34.0,2.0,7.0,571.0,32.0,0.0
67.0418,8.7839,12.1323,141.1213,157.3892,790.5328,560.676,39.9869,32.3959,6.7083,43.2261,91.6691,133.3552,57.8037,64.7792,52.8478,20.1798,39.953,32.626,56.9505,37.0312,760.5978,17.5845,93.9982,1965.6119,64.6013,20.1108,11.3829,100.3929,135.8737,1.6698,46.6514,74.2944,174.547,117.1045,43.8856,4.412,46.8426,155.3052,24.1585,41.0284,88.7749,24.5217,33.1625,127.1707,2.0186,72.6972,49.8824,86.6668,20.4014,171.0998,52.704,164.7979,31.3755,40.1415,43.9702,37.1116,129.7384,14.9902,0.0
69.0,73.0,5.0,284.0,12.0,360.0,13.0,14.0,201.0,173.0,72.0,12.0,19862.0,27.0,24.0,34.0,4688.0,266.0,132.0,45.0,74.0,19.0,7.0,36.0,43.0,113.0,6.0,110.0,62.0,16.0,0.0,2.0,51.0,15.0,11.0,6.0,521.0,11.0,15.0,38.0,11557.0,727.0,210.0,9.0,40.0,3443.0,27.0,1.0,25.0,829.0,1304.0,15.0,26.0,56.0,9.0,9.0,1.0,105.0,434.0,1.0
72.0,3.0,0.0,110.0,51.0,69.0,31.0,6.0,61.0,32.0,20.0,10.0,5891.0,11.0,7.0,11.0,1921.0,379.0,33.0,252.0,35.0,16.0,0.0,48.0,15.0,61.0,0.0,13.0,16.0,21.0,0.0,7.0,61.0,85.0,25.0,11.0,48.0,6.0,23.0,0.0,3655.0,120.0,78.0,0.0,23.0,1551.0,11.0,0.0,18.0,232.0,820.0,2.0,26.0,53.0,7.0,0.0,1.0,90.0,48.0,1.0
74.0,4.0,1.0,45.0,81.0,44.0,17.0,5.0,69.0,6.0,1.0,0.0,1666.0,4.0,107.0,9.0,338.0,78.0,11.0,342.0,11.0,22.0,2.0,16.0,55.0,112.0,5.0,1.0,19.0,11.0,0.0,1.0,25.0,19.0,45.0,2.0,14.0,2.0,6.0,15.0,539.0,66.0,44.0,5.0,13.0,89.0,17.0,10.0,13.0,158.0,958.0,7.0,6.0,11.0,3.0,0.0,2.0,78.0,8.0,0.0
74.3998,16.7176,41.2719,190.4268,230.1811,312.3172,1361.7402,29.9674,51.8146,22.6199,50.2289,89.0263,282.472,94.2883,85.4554,100.9966,15.3104,52.2026,43.2671,106.1774,51.1526,437.1482,14.527,152.2014,2180.8364,109.6636,37.9853,20.1022,111.697,160.3351,4.2314,63.4145,95.6507,287.9138,172.1046,91.9765,16.0708,55.4078,147.0562,30.3246,45.0422,99.8364,40.1208,57.5129,150.5949,7.2931,90.0655,56.6169,114.9181,33.7484,248.83,58.6201,192.4763,65.1759,57.3374,39.9848,42.4081,147.8419,27.7523,0.0
81.0,10.0,12.0,123.0,68.0,83.0,5.0,8.0,29.0,39.0,13.0,9.0,7751.0,0.0,33.0,13.0,292.0,66.0,14.0,254.0,11.0,1.0,11.0,13.0,64.0,27.0,29.0,73.0,24.0,11.0,0.0,5.0,5.0,12.0,37.0,0.0,116.0,4.0,13.0,6.0,535.0,133.0,94.0,0.0,56.0,225.0,5.0,2.0,0.0,142.0,2498.0,13.0,10.0,4.0,4.0,2.0,13.0,83.0,65.0,0.0
82.0,1.0,16.0,157.0,187.0,201.0,22.0,22.0,111.0,7.0,0.0,0.0,7193.0,9.0,125.0,80.0,1168.0,168.0,74.0,576.0,11.0,18.0,8.0,21.0,35.0,159.0,74.0,10.0,38.0,30.0,0.0,32.0,16.0,79.0,113.0,0.0,29.0,7.0,4.0,7.0,1042.0,25.0,240.0,0.0,136.0,462.0,7.0,12.0,0.0,376.0,2520.0,11.0,12.0,39.0,10.0,0.0,7.0,146.0,10.0,0.0
85.0,0.0,3.0,179.0,35.0,88.0,38.0,9.0,32.0,645.0,8.0,11.0,12033.0,4.0,47.0,13.0,3910.0,327.0,31.0,270.0,6.0,23.0,4.0,43.0,19.0,54.0,0.0,117.0,12.0,30.0,0.0,8.0,51.0,98.0,22.0,4.0,84.0,12.0,13.0,18.0,11460.0,163.0,217.0,0.0,47.0,8853.0,88.0,6.0,9.0,362.0,3129.0,45.0,29.0,79.0,24.0,13.0,0.0,24.0,64.0,0.0
88.0,83.0,20.0,234.0,52.0,294.0,23.0,25.0,32.0,133.0,6.0,74.0,10683.0,11.0,33.0,19.0,3961.0,309.0,100.0,130.0,28.0,60.0,32.0,54.0,77.0,135.0,0.0,212.0,209.0,23.0,0.0,3.0,53.0,46.0,22.0,6.0,469.0,62.0,14.0,15.0,15588.0,1076.0,1415.0,7.0,87.0,5344.0,75.0,5.0,17.0,1089.0,1044.0,44.0,40.0,105.0,35.0,19.0,0.0,70.0,416.0,1.0
91.0,64.0,29.0,690.0,158.0,390.0,57.0,75.0,318.0,249.0,63.0,56.0,40129.0,103.0,69.0,23.0,624.0,186.0,28.0,366.0,191.0,15.0,180.0,32.0,207.0,406.0,2.0,41.0,574.0,84.0,1.0,11.0,108.0,20.0,87.0,17.0,414.0,44.0,45.0,25.0,1184.0,482.0,754.0,19.0,83.0,194.0,188.0,43.0,25.0,1311.0,4033.0,41.0,29.0,68.0,133.0,12.0,16.0,687.0,187.0,0.0
93.0,10.0,4.0,136.0,12.0,92.0,23.0,17.0,78.0,154.0,25.0,3.0,5828.0,6.0,47.0,0.0,2258.0,261.0,108.0,90.0,55.0,10.0,2.0,34.0,29.0,54.0,0.0,39.0,37.0,11.0,0.0,13.0,21.0,24.0,23.0,1.0,317.0,14.0,6.0,28.0,6274.0,422.0,198.0,3.0,8.0,1888.0,57.0,4.0,2.0,407.0,2742.0,14.0,21.0,64.0,11.0,10.0,0.0,49.0,66.0,1.0
94.0,16.0,34.0,74.0,150.0,371.0,45.0,9.0,257.0,32.0,2.0,0.0,3695.0,13.0,117.0,32.0,168.0,121.0,34.0,349.0,54.0,11.0,0.0,17.0,262.0,583.0,0.0,6.0,87.0,65.0,0.0,12.0,91.0,27.0,66.0,1.0,65.0,13.0,24.0,103.0,334.0,27.0,232.0,8.0,120.0,264.0,74.0,107.0,4.0,894.0,2173.0,8.0,6.0,24.0,28.0,3.0,3.0,300.0,4.0,0.0
96.0,42.0,15.0,192.0,29.0,218.0,17.0,10.0,45.0,345.0,11.0,12.0,9006.0,22.0,53.0,51.0,2817.0,458.0,118.0,282.0,33.0,24.0,5.0,53.0,70.0,53.0,9.0,165.0,26.0,26.0,0.0,7.0,112.0,62.0,29.0,49.0,375.0,34.0,13.0,34.0,11478.0,703.0,305.0,22.0,90.0,1940.0,165.0,11.0,30.0,605.0,1964.0,42.0,48.0,96.0,6.0,10.0,2.0,79.0,170.0,1.0
97.0,0.0,13.0,155.0,96.0,82.0,24.0,26.0,35.0,783.0,18.0,16.0,7078.0,29.0,79.0,12.0,1158.0,102.0,45.0,366.0,113.0,1.0,0.0,6.0,276.0,121.0,9.0,20.0,38.0,35.0,3.0,0.0,22.0,16.0,33.0,7.0,201.0,8.0,4.0,2.0,1963.0,256.0,73.0,0.0,33.0,414.0,53.0,101.0,2.0,603.0,5034.0,31.0,3.0,16.0,25.0,0.0,0.0,342.0,249.0,0.0
97.0,36.0,17.0,131.0,48.0,195.0,23.0,16.0,80.0,842.0,50.0,22.0,11698.0,7.0,79.0,12.0,3291.0,375.0,71.0,185.0,119.0,79.0,60.0,68.0,58.0,38.0,22.0,590.0,51.0,39.0,0.0,3.0,70.0,31.0,26.0,7.0,534.0,15.0,5.0,21.0,20611.0,848.0,261.0,17.0,53.0,1789.0,98.0,16.0,20.0,522.0,3262.0,59.0,39.0,101.0,22.0,1.0,3.0,89.0,191.0,0.0
98.0,2.0,1.0,171.0,104.0,78.0,14.0,19.0,55.0,8.0,1.0,2.0,4348.0,4.0,97.0,7.0,1195.0,74.0,17.0,379.0,24.0,34.0,29.0,10.0,57.0,107.0,7.0,27.0,95.0,25.0,0.0,1.0,15.0,23.0,41.0,2.0,103.0,13.0,7.0,1.0,1521.0,139.0,139.0,0.0,30.0,335.0,18.0,8.0,2.0,239.0,1373.0,25.0,4.0,32.0,44.0,3.0,0.0,83.0,124.0,0.0
99.0,1.0,30.0,139.0,128.0,268.0,29.0,29.0,196.0,2.0,7.0,0.0,8368.0,13.0,110.0,78.0,1421.0,130.0,99.0,500.0,4.0,25.0,7.0,18.0,76.0,196.0,17.0,20.0,96.0,46.0,0.0,3.0,28.0,42.0,131.0,0.0,53.0,11.0,12.0,2.0,1704.0,42.0,290.0,2.0,218.0,411.0,17.0,14.0,0.0,489.0,2432.0,2.0,19.0,49.0,26.0,0.0,3.0,150.0,17.0,0.0
99.0,19.0,5.0,189.0,36.0,109.0,21.0,12.0,79.0,243.0,8.0,7.0,4899.0,2.0,105.0,7.0,2521.0,259.0,48.0,258.0,12.0,9.0,6.0,43.0,46.0,68.0,18.0,153.0,45.0,14.0,0.0,7.0,43.0,47.0,15.0,4.0,181.0,2.0,1.0,4.0,7483.0,421.0,601.0,9.0,36.0,1684.0,206.0,0.0,10.0,405.0,1513.0,17.0,23.0,64.0,8.0,0.0,0.0,68.0,285.0,1.0
103.0,0.0,1.0,91.0,86.0,99.0,13.0,12.0,12.0,14.0,15.0,6.0,16688.0,9.0,132.0,7.0,706.0,98.0,89.0,336.0,11.0,2.0,3.0,8.0,99.0,78.0,0.0,13.0,38.0,13.0,0.0,4.0,32.0,22.0,39.0,0.0,77.0,13.0,12.0,0.0,884.0,55.0,218.0,0.0,40.0,329.0,4.0,11.0,4.0,192.0,1402.0,10.0,6.0,18.0,9.0,0.0,6.0,130.0,38.0,0.0
106.0,0.0,96.0,385.0,305.0,505.0,27.0,17.0,0.0,282.0,149.0,2.0,14664.0,4.0,88.0,452.0,11305.0,189.0,23.0,436.0,671.0,204.0,1.0,17.0,81.0,23.0,1.0,104.0,11.0,12.0,0.0,13.0,14.0,116.0,56.0,0.0,3955.0,3.0,1.0,0.0,36329.0,6733.0,416.0,0.0,30.0,8819.0,77.0,0.0,0.0,492.0,5861.0,124.0,22.0,106.0,4.0,0.0,2.0,23.0,0.0,0.0
109.0,21.0,5.0,227.0,28.0,366.0,9.0,18.0,15.0,2355.0,20.0,31.0,12313.0,13.0,28.0,42.0,4831.0,452.0,55.0,236.0,82.0,102.0,20.0,44.0,101.0,34.0,8.0,106.0,33.0,11.0,0.0,20.0,42.0,42.0,28.0,0.0,904.0,25.0,10.0,6.0,17386.0,1490.0,1022.0,1.0,24.0,4527.0,472.0,6.0,18.0,945.0,7511.0,74.0,35.0,209.0,10.0,1.0,1.0,32.0,97.0,1.0
109.0,27.0,24.0,272.0,49.0,290.0,11.0,23.0,38.0,662.0,17.0,7.0,12873.0,4.0,42.0,69.0,3002.0,626.0,210.0,222.0,39.0,97.0,0.0,117.0,110.0,36.0,20.0,214.0,70.0,24.0,5.0,15.0,108.0,67.0,37.0,27.0,895.0,31.0,52.0,28.0,13239.0,1412.0,173.0,2.0,46.0,4486.0,326.0,0.0,12.0,865.0,4075.0,86.0,45.0,145.0,7.0,23.0,0.0,80.0,141.0,0.0
111.0,13.0,1.0,67.0,81.0,104.0,34.0,30.0,188.0,78.0,9.0,0.0,3075.0,21.0,91.0,13.0,707.0,95.0,26.0,263.0,59.0,7.0,24.0,9.0,240.0,202.0,13.0,25.0,98.0,39.0,0.0,0.0,24.0,21.0,47.0,4.0,62.0,4.0,13.0,17.0,942.0,371.0,32.0,0.0,39.0,404.0,35.0,98.0,0.0,489.0,3658.0,3.0,3.0,10.0,18.0,1.0,1.0,163.0,12.0,0.0
115.0,0.0,11.0,261.0,171.0,356.0,19.0,10.0,5.0,182.0,187.0,13.0,14575.0,2.0,106.0,438.0,11784.0,208.0,13.0,385.0,514.0,6.0,0.0,15.0,107.0,28.0,5.0,62.0,83.0,18.0,2.0,11.0,10.0,75.0,58.0,0.0,3360.0,0.0,12.0,0.0,39774.0,6485.0,408.0,0.0,37.0,7845.0,81.0,0.0,0.0,365.0,4361.0,88.0,30.0,111.0,9.0,0.0,0.0,22.0,22.0,0.0
117.0,40.0,23.0,76.0,50.0,82.0,14.0,2.0,10.0,414.0,19.0,0.0,3796.0,2.0,30.0,4.0,2636.0,327.0,22.0,178.0,319.0,7.0,0.0,32.0,354.0,14.0,28.0,22.0,1.0,19.0,3.0,20.0,21.0,37.0,31.0,12.0,184.0,35.0,66.0,26.0,7362.0,5583.0,44.0,6.0,24.0,1726.0,215.0,17.0,16.0,44.0,3292.0,45.0,20.0,6.0,3.0,9.0,21.0,17.0,42.0,0.0
121.0,31.0,11.0,259.0,47.0,278.0,34.0,20.0,144.0,43.0,50.0,23.0,6481.0,15.0,35.0,24.0,1599.0,264.0,138.0,174.0,42.0,26.0,12.0,50.0,49.0,155.0,11.0,98.0,97.0,3.0,0.0,8.0,52.0,35.0,24.0,19.0,296.0,32.0,14.0,22.0,6726.0,1140.0,781.0,16.0,54.0,2177.0,49.0,5.0,12.0,619.0,1296.0,55.0,32.0,113.0,23.0,17.0,3.0,100.0,214.0,1.0
138.0,31.0,51.0,321.0,90.0,280.0,55.0,51.0,214.0,502.0,14.0,22.0,9010.0,11.0,86.0,19.0,390.0,177.0,57.0,324.0,144.0,3.0,47.0,46.0,144.0,299.0,5.0,67.0,200.0,65.0,1.0,6.0,88.0,17.0,72.0,13.0,144.0,41.0,45.0,42.0,733.0,274.0,73.0,14.0,107.0,214.0,401.0,171.0,11.0,723.0,3733.0,12.0,15.0,96.0,64.0,14.0,4.0,410.0,89.0,0.0
148.6005,44.9634,28.9055,478.1108,122.3719,938.7276,12898.7583,60.2527,23.9979,4.0071,19.5239,335.129,946.9947,66.2579,71.2357,30.9545,15.0031,148.3294,32.7672,132.6426,112.261,4288.8946,33.4187,118.0637,6904.3468,38.5113,11.8506,10.6044,70.9534,156.2842,5.5185,31.0791,76.13,187.9562,49.636,16.5691,23.1002,103.4944,2170.6002,24.0039,121.8699,54.8622,59.6397,469.9242,96.1948,3.5777,32.9199,130.7729,44.2522,241.8105,51.1363,74.5061,93.539,11.8674,21.5408,63.1981,116.7596,63.0195,124.4945,2.0
167.0,9.0,0.0,126.0,42.0,73.0,24.0,8.0,41.0,320.0,3.0,2.0,17842.0,10.0,36.0,6.0,1091.0,113.0,12.0,88.0,48.0,4.0,18.0,16.0,64.0,47.0,8.0,21.0,8.0,24.0,0.0,2.0,23.0,23.0,17.0,8.0,22.0,10.0,13.0,9.0,2133.0,250.0,33.0,9.0,25.0,948.0,117.0,62.0,3.0,143.0,2114.0,18.0,7.0,10.0,5.0,6.0,8.0,112.0,37.0,0.0
168.0,0.0,40.0,372.0,330.0,145.0,14.0,2.0,0.0,1.0,6.0,2.0,3367.0,0.0,118.0,426.0,2442.0,285.0,4.0,392.0,148.0,4.0,0.0,10.0,123.0,16.0,1.0,20.0,0.0,12.0,0.0,20.0,0.0,426.0,33.0,0.0,699.0,0.0,11.0,0.0,8642.0,90.0,218.0,0.0,0.0,920.0,19.0,0.0,0.0,76.0,1859.0,97.0,63.0,18.0,0.0,0.0,0.0,9.0,9.0,0.0
177.0,15.0,15.0,296.0,143.0,258.0,45.0,26.0,66.0,349.0,23.0,3.0,26210.0,17.0,127.0,88.0,1169.0,82.0,153.0,464.0,5.0,13.0,0.0,13.0,52.0,150.0,20.0,25.0,48.0,43.0,0.0,6.0,42.0,67.0,213.0,0.0,127.0,11.0,20.0,42.0,1661.0,272.0,148.0,6.0,394.0,498.0,26.0,5.0,16.0,522.0,5080.0,15.0,35.0,82.0,3.0,10.0,4.0,99.0,16.0,0.0
190.0,22.0,3.0,454.0,149.0,265.0,29.0,12.0,43.0,93.0,15.0,0.0,22067.0,14.0,124.0,61.0,1351.0,87.0,157.0,486.0,23.0,8.0,0.0,6.0,74.0,93.0,9.0,23.0,41.0,36.0,0.0,9.0,36.0,33.0,185.0,0.0,79.0,9.0,20.0,27.0,1704.0,68.0,199.0,3.0,437.0,760.0,26.0,4.0,9.0,365.0,3891.0,11.0,17.0,66.0,4.0,0.0,2.0,126.0,15.0,0.0
196.0,0.0,0.0,210.0,84.0,9.0,24.0,4.0,10.0,31.0,1.0,6.0,3090.0,10.0,1.0,1.0,155.0,182.0,7.0,119.0,13.0,9.0,0.0,25.0,13.0,35.0,3.0,43.0,11.0,25.0,0.0,4.0,12.0,52.0,22.0,2.0,26.0,5.0,5.0,1.0,307.0,87.0,7.0,1.0,3.0,71.0,61.0,40.0,6.0,53.0,951.0,24.0,41.0,2.0,2.0,0.0,21.0,80.0,14.0,0.0
